"Var1","Var2","CSEdistance","lat1","long1","lat2","long2","Pop1_cluster","Pop2_cluster","geo_km"
"02-GAN","31-ACA",0.424004010125154,3.2521,31.1231,2.2699,32.5209,"Northern","Northern",190.026635811183
"10-PAG","31-ACA",0.407028833605781,3.3777,31.994,2.2699,32.5209,"Northern","Northern",136.526988822319
"22-OMI","31-ACA",0.363186242556341,3.0113,32.7323,2.2699,32.5209,"Northern","Northern",85.8148689791581
"03-DUK","31-ACA",0.36234996567842,3.2671,31.1352,2.2699,32.5209,"Northern","Northern",189.898253805856
"15-NGO","31-ACA",0.419282398317635,3.6687,32.5914,2.2699,32.5209,"Northern","Northern",155.910809962244
"01-AIN","31-ACA",0.426242887996872,3.3044,31.1191,2.2699,32.5209,"Northern","Northern",193.7897242117
"20-TUM","31-ACA",0.361671740830073,3.2421,32.7608,2.2699,32.5209,"Northern","Northern",111.463578840079
"21-KT","31-ACA",0.445744333706695,3.1709,32.8049,2.2699,32.5209,"Northern","Northern",105.152654995632
"25-CHU","31-ACA",0.315963884139659,2.6069,32.9379,2.2699,32.5209,"Northern","Northern",59.6513299014883
"12-OLO","31-ACA",0.400734805825458,3.4016,32.011,2.2699,32.5209,"Northern","Northern",138.148252188467
"30-OLE","31-ACA",0.330672523469445,2.3555,32.7159,2.2699,32.5209,"Northern","Northern",23.6905121545242
"22-OMI","32-APU",0.278798522091218,3.0113,32.7323,2.0794,32.6762,"Northern","Northern",103.926063189414
"02-GAN","32-APU",0.396356239416942,3.2521,31.1231,2.0794,32.6762,"Northern","Northern",216.488286278542
"03-DUK","32-APU",0.402771703479851,3.2671,31.1352,2.0794,32.6762,"Northern","Northern",216.431570818133
"14-OKS","32-APU",0.314063411081919,3.2599,32.2241,2.0794,32.6762,"Northern","Northern",140.700261008001
"28-AKA","32-APU",0.211049003988117,2.3722,32.6757,2.0794,32.6762,"Northern","Northern",32.5943943561385
"12-OLO","32-APU",0.362275481909323,3.4016,32.011,2.0794,32.6762,"Northern","Northern",164.725487758193
"21-KT","32-APU",0.396863129594334,3.1709,32.8049,2.0794,32.6762,"Northern","Northern",122.345169160567
"27-OCA","32-APU",0.239633069175922,2.4272,32.6285,2.0794,32.6762,"Northern","Northern",39.0787870298926
"08-MY","32-APU",0.360755484481307,3.6828,31.727,2.0794,32.6762,"Northern","Northern",207.351394258188
"30-OLE","32-APU",0.232414570290619,2.3555,32.7159,2.0794,32.6762,"Northern","Northern",31.0509427077071
"15-NGO","32-APU",0.368592874263387,3.6687,32.5914,2.0794,32.6762,"Northern","Northern",177.17108061885
"17-LAG","32-APU",0.36896022880948,3.4407,32.8529,2.0794,32.6762,"Northern","Northern",152.807511492089
"25-CHU","32-APU",0.191581253322903,2.6069,32.9379,2.0794,32.6762,"Northern","Northern",65.5395028279998
"24-KIL","32-APU",0.243281403685522,2.7403,32.9502,2.0794,32.6762,"Northern","Northern",79.6328349090061
"31-ACA","32-APU",0.321411955855775,2.2699,32.5209,2.0794,32.6762,"Northern","Northern",27.3523543415952
"07-OSG","32-APU",0.375847431302624,3.211,31.7253,2.0794,32.6762,"Northern","Northern",164.465794882059
"01-AIN","32-APU",0.399519902659196,3.3044,31.1191,2.0794,32.6762,"Northern","Northern",220.394160866525
"09-ORB","32-APU",0.40068661459575,3.6922,31.7799,2.0794,32.6762,"Northern","Northern",205.335068079507
"10-PAG","32-APU",0.385528294976766,3.3777,31.994,2.0794,32.6762,"Northern","Northern",163.222810297296
"20-TUM","32-APU",0.287967808409109,3.2421,32.7608,2.0794,32.6762,"Northern","Northern",129.772592702222
"18-BOL","32-APU",0.281269965352502,3.2934,32.7822,2.0794,32.6762,"Northern","Northern",135.654887698508
"26-OG","32-APU",0.21417055508436,2.4384,32.9124,2.0794,32.6762,"Northern","Northern",47.8265357478861
"19-KTC","32-APU",0.302027602330875,3.2823,32.8232,2.0794,32.6762,"Northern","Northern",134.900178668435
"27-OCA","33-AP",0.290180263330313,2.4272,32.6285,1.9756,32.5386,"Northern","Northern",51.2568661901406
"19-KTC","33-AP",0.377367361945471,3.2823,32.8232,1.9756,32.5386,"Northern","Northern",148.864093310692
"24-KIL","33-AP",0.309436378247845,2.7403,32.9502,1.9756,32.5386,"Northern","Northern",96.6552823034109
"21-KT","33-AP",0.440043899287952,3.1709,32.8049,1.9756,32.5386,"Northern","Northern",136.31580745697
"22-OMI","33-AP",0.353759795012639,3.0113,32.7323,1.9756,32.5386,"Northern","Northern",117.288813606229
"12-OLO","33-AP",0.400576520171722,3.4016,32.011,1.9756,32.5386,"Northern","Northern",169.235314761469
"26-OG","33-AP",0.300737729389017,2.4384,32.9124,1.9756,32.5386,"Northern","Northern",66.2049030407284
"10-PAG","33-AP",0.394665688132731,3.3777,31.994,1.9756,32.5386,"Northern","Northern",167.416960274956
"31-ACA","33-AP",0.337557333679372,2.2699,32.5209,1.9756,32.5386,"Northern","Northern",32.8204426263304
"20-TUM","33-AP",0.34120361469917,3.2421,32.7608,1.9756,32.5386,"Northern","Northern",143.134996885988
"08-MY","33-AP",0.424447161821823,3.6828,31.727,1.9756,32.5386,"Northern","Northern",210.378306200639
"15-NGO","33-AP",0.414542504902311,3.6687,32.5914,1.9756,32.5386,"Northern","Northern",188.566427557208
"02-GAN","33-AP",0.447446701308438,3.2521,31.1231,1.9756,32.5386,"Northern","Northern",212.058281868822
"01-AIN","33-AP",0.42450181280602,3.3044,31.1191,1.9756,32.5386,"Northern","Northern",216.324559473821
"18-BOL","33-AP",0.355547197437766,3.2934,32.7822,1.9756,32.5386,"Northern","Northern",149.176831941254
"17-LAG","33-AP",0.42335375787982,3.4407,32.8529,1.9756,32.5386,"Northern","Northern",166.796444669324
"25-CHU","33-AP",0.302676159900789,2.6069,32.9379,1.9756,32.5386,"Northern","Northern",83.1344004889987
"28-AKA","33-AP",0.280501622675028,2.3722,32.6757,1.9756,32.5386,"Northern","Northern",46.7092191172737
"03-DUK","33-AP",0.434451378563832,3.2671,31.1352,1.9756,32.5386,"Northern","Northern",212.188503908852
"07-OSG","33-AP",0.406450154145527,3.211,31.7253,1.9756,32.5386,"Northern","Northern",164.598210843448
"30-OLE","33-AP",0.275350016906076,2.3555,32.7159,1.9756,32.5386,"Northern","Northern",46.6632264134315
"14-OKS","33-AP",0.371959079528308,3.2599,32.2241,1.9756,32.5386,"Northern","Northern",147.182985838317
"09-ORB","33-AP",0.439532935314997,3.6922,31.7799,1.9756,32.5386,"Northern","Northern",208.880306312507
"32-APU","33-AP",0.272351215952901,2.0794,32.6762,1.9756,32.5386,"Northern","Northern",19.1794455682161
"01-AIN","36-UGT",0.439910349270665,3.3044,31.1191,1.9081,33.1602,"Northern","Northern",275.094781727154
"30-OLE","36-UGT",0.29427163651724,2.3555,32.7159,1.9081,33.1602,"Northern","Northern",70.1661765689217
"25-CHU","36-UGT",0.264498038975477,2.6069,32.9379,1.9081,33.1602,"Northern","Northern",81.6254626636558
"33-AP","36-UGT",0.347504057912547,1.9756,32.5386,1.9081,33.1602,"Northern","Northern",69.5634695895459
"19-KTC","36-UGT",0.395841267277372,3.2823,32.8232,1.9081,33.1602,"Northern","Northern",157.498643095586
"26-OG","36-UGT",0.212523220347395,2.4384,32.9124,1.9081,33.1602,"Northern","Northern",65.1513131876302
"32-APU","36-UGT",0.262363639666422,2.0794,32.6762,1.9081,33.1602,"Northern","Northern",57.1228431452744
"31-ACA","36-UGT",0.40280371125841,2.2699,32.5209,1.9081,33.1602,"Northern","Northern",81.7315025946866
"10-PAG","36-UGT",0.428476489839479,3.3777,31.994,1.9081,33.1602,"Northern","Northern",208.758326250723
"14-OKS","36-UGT",0.378387205353331,3.2599,32.2241,1.9081,33.1602,"Northern","Northern",182.978379920645
"17-LAG","36-UGT",0.447359242473924,3.4407,32.8529,1.9081,33.1602,"Northern","Northern",173.996487693856
"15-NGO","36-UGT",0.419633710519996,3.6687,32.5914,1.9081,33.1602,"Northern","Northern",205.939690424151
"20-TUM","36-UGT",0.341769059892349,3.2421,32.7608,1.9081,33.1602,"Northern","Northern",155.000033991677
"12-OLO","36-UGT",0.425447202503463,3.4016,32.011,1.9081,33.1602,"Northern","Northern",209.691595742409
"27-OCA","36-UGT",0.339772783418887,2.4272,32.6285,1.9081,33.1602,"Northern","Northern",82.6889774601801
"03-DUK","36-UGT",0.441609216509698,3.2671,31.1352,1.9081,33.1602,"Northern","Northern",271.285257986967
"08-MY","36-UGT",0.420215208615868,3.6828,31.727,1.9081,33.1602,"Northern","Northern",253.812622290429
"28-AKA","36-UGT",0.310826584517273,2.3722,32.6757,1.9081,33.1602,"Northern","Northern",74.6588221303599
"02-GAN","36-UGT",0.446398114718539,3.2521,31.1231,1.9081,33.1602,"Northern","Northern",271.480627783875
"22-OMI","36-UGT",0.358096088804679,3.0113,32.7323,1.9081,33.1602,"Northern","Northern",131.70585892594
"24-KIL","36-UGT",0.306539771661138,2.7403,32.9502,1.9081,33.1602,"Northern","Northern",95.5393350669368
"07-OSG","36-UGT",0.430579962043277,3.211,31.7253,1.9081,33.1602,"Northern","Northern",215.635105063796
"09-ORB","36-UGT",0.441283972551329,3.6922,31.7799,1.9081,33.1602,"Northern","Northern",250.988772040592
"21-KT","36-UGT",0.444128559943976,3.1709,32.8049,1.9081,33.1602,"Northern","Northern",146.021683154261
"18-BOL","36-UGT",0.339524735880496,3.2934,32.7822,1.9081,33.1602,"Northern","Northern",159.837070606233
"22-OMI","37-OT",0.390448100309541,3.0113,32.7323,1.8767,33.2557,"Northern","Northern",139.071755753736
"10-PAG","37-OT",0.432249408556891,3.3777,31.994,1.8767,33.2557,"Northern","Northern",218.181990287014
"24-KIL","37-OT",0.335193855388871,2.7403,32.9502,1.8767,33.2557,"Northern","Northern",101.964157573224
"09-ORB","37-OT",0.452800821436192,3.6922,31.7799,1.8767,33.2557,"Northern","Northern",260.3234962202
"08-MY","37-OT",0.435195969649639,3.6828,31.727,1.8767,33.2557,"Northern","Northern",263.270709996506
"36-UGT","37-OT",0.227266698776096,1.9081,33.1602,1.8767,33.2557,"Northern","Northern",11.1854011605903
"17-LAG","37-OT",0.430264723159289,3.4407,32.8529,1.8767,33.2557,"Northern","Northern",179.772692646705
"28-AKA","37-OT",0.326708996861797,2.3722,32.6757,1.8767,33.2557,"Northern","Northern",84.884733302523
"03-DUK","37-OT",0.440497010892925,3.2671,31.1352,1.8767,33.2557,"Northern","Northern",282.068206347958
"32-APU","37-OT",0.312873868815424,2.0794,32.6762,1.8767,33.2557,"Northern","Northern",68.3058327688207
"20-TUM","37-OT",0.346407259567817,3.2421,32.7608,1.8767,33.2557,"Northern","Northern",161.652732910971
"27-OCA","37-OT",0.372981898376548,2.4272,32.6285,1.8767,33.2557,"Northern","Northern",92.8615682232204
"07-OSG","37-OT",0.44472839873721,3.211,31.7253,1.8767,33.2557,"Northern","Northern",225.89246292116
"31-ACA","37-OT",0.414951717464495,2.2699,32.5209,1.8767,33.2557,"Northern","Northern",92.7250903992188
"18-BOL","37-OT",0.357811979745235,3.2934,32.7822,1.8767,33.2557,"Northern","Northern",166.26428090493
"14-OKS","37-OT",0.380113230423138,3.2599,32.2241,1.8767,33.2557,"Northern","Northern",192.014085161325
"12-OLO","37-OT",0.438956811565965,3.4016,32.011,1.8767,33.2557,"Northern","Northern",219.025768980456
"25-CHU","37-OT",0.319491122787678,2.6069,32.9379,1.8767,33.2557,"Northern","Northern",88.6394662595138
"02-GAN","37-OT",0.458794064214749,3.2521,31.1231,1.8767,33.2557,"Northern","Northern",282.286192011664
"15-NGO","37-OT",0.436690815391712,3.6687,32.5914,1.8767,33.2557,"Northern","Northern",212.71898432234
"19-KTC","37-OT",0.406772057126752,3.2823,32.8232,1.8767,33.2557,"Northern","Northern",163.69565399373
"30-OLE","37-OT",0.297087397273412,2.3555,32.7159,1.8767,33.2557,"Northern","Northern",80.2917243624615
"21-KT","37-OT",0.44905475681579,3.1709,32.8049,1.8767,33.2557,"Northern","Northern",152.543107365941
"26-OG","37-OT",0.287125961880545,2.4384,32.9124,1.8767,33.2557,"Northern","Northern",73.2676604352976
"33-AP","37-OT",0.388476811627345,1.9756,32.5386,1.8767,33.2557,"Northern","Northern",80.5381356545165
"01-AIN","37-OT",0.44739073788754,3.3044,31.1191,1.8767,33.2557,"Northern","Northern",285.851084695953
"07-OSG","38-OCU",0.429027180119114,3.211,31.7253,1.847,33.1526,"Northern","Northern",219.658434814104
"20-TUM","38-OCU",0.327636667428502,3.2421,32.7608,1.847,33.1526,"Northern","Northern",161.298103498424
"03-DUK","38-OCU",0.444158271048374,3.2671,31.1352,1.847,33.1526,"Northern","Northern",274.448850938439
"25-CHU","38-OCU",0.285744948127713,2.6069,32.9379,1.847,33.1526,"Northern","Northern",87.8982689292315
"09-ORB","38-OCU",0.441204828510831,3.6922,31.7799,1.847,33.1526,"Northern","Northern",255.901816156895
"32-APU","38-OCU",0.297031124735291,2.0794,32.6762,1.847,33.1526,"Northern","Northern",58.9783283457416
"36-UGT","38-OCU",0.187663890447093,1.9081,33.1602,1.847,33.1526,"Northern","Northern",6.85398000350159
"14-OKS","38-OCU",0.385525814176909,3.2599,32.2241,1.847,33.1526,"Northern","Northern",188.147842584491
"08-MY","38-OCU",0.423319153625924,3.6828,31.727,1.847,33.1526,"Northern","Northern",258.625462272714
"21-KT","38-OCU",0.460369347014655,3.1709,32.8049,1.847,33.1526,"Northern","Northern",152.364196428081
"31-ACA","38-OCU",0.42640590273605,2.2699,32.5209,1.847,33.1526,"Northern","Northern",84.586160374542
"15-NGO","38-OCU",0.428851076816288,3.6687,32.5914,1.847,33.1526,"Northern","Northern",212.17333030446
"33-AP","38-OCU",0.364591268238178,1.9756,32.5386,1.847,33.1526,"Northern","Northern",69.7960278747929
"01-AIN","38-OCU",0.444692208639863,3.3044,31.1191,1.847,33.1526,"Northern","Northern",278.311221680233
"26-OG","38-OCU",0.256430069460401,2.4384,32.9124,1.847,33.1526,"Northern","Northern",71.0501682333896
"02-GAN","38-OCU",0.444984594003809,3.2521,31.1231,1.847,33.1526,"Northern","Northern",274.596503321301
"12-OLO","38-OCU",0.423619615382454,3.4016,32.011,1.847,33.1526,"Northern","Northern",214.624993886026
"19-KTC","38-OCU",0.409177249585916,3.2823,32.8232,1.847,33.1526,"Northern","Northern",163.922155266221
"37-OT","38-OCU",0.20220732000396,1.8767,33.2557,1.847,33.1526,"Northern","Northern",11.9379342433832
"28-AKA","38-OCU",0.315551855286429,2.3722,32.6757,1.847,33.1526,"Northern","Northern",78.9473296406082
"22-OMI","38-OCU",0.363865596400126,3.0113,32.7323,1.847,33.1526,"Northern","Northern",137.781116349049
"30-OLE","38-OCU",0.29967143367323,2.3555,32.7159,1.847,33.1526,"Northern","Northern",74.5941520830695
"10-PAG","38-OCU",0.416944319740287,3.3777,31.994,1.847,33.1526,"Northern","Northern",213.621134050893
"18-BOL","38-OCU",0.336327304674329,3.2934,32.7822,1.847,33.1526,"Northern","Northern",166.19764777013
"24-KIL","38-OCU",0.312103737011751,2.7403,32.9502,1.847,33.1526,"Northern","Northern",101.958213986773
"17-LAG","38-OCU",0.448427958422457,3.4407,32.8529,1.847,33.1526,"Northern","Northern",180.512812963477
"27-OCA","38-OCU",0.367629250432738,2.4272,32.6285,1.847,33.1526,"Northern","Northern",87.0094476304391
"14-OKS","40-KAG",0.370244276665958,3.2599,32.2241,1.8025,33.1034,"Northern","Northern",189.427487102155
"22-OMI","40-KAG",0.346058805371503,3.0113,32.7323,1.8025,33.1034,"Northern","Northern",140.75048357679
"09-ORB","40-KAG",0.442259243034436,3.6922,31.7799,1.8025,33.1034,"Northern","Northern",256.722012945887
"20-TUM","40-KAG",0.308204694337458,3.2421,32.7608,1.8025,33.1034,"Northern","Northern",164.722358482621
"17-LAG","40-KAG",0.421933109235863,3.4407,32.8529,1.8025,33.1034,"Northern","Northern",184.478729887051
"36-UGT","40-KAG",0.193179200751531,1.9081,33.1602,1.8025,33.1034,"Northern","Northern",13.346374781648
"38-OCU","40-KAG",0.190761752243172,1.847,33.1526,1.8025,33.1034,"Northern","Northern",7.38278674795272
"07-OSG","40-KAG",0.429335721703474,3.211,31.7253,1.8025,33.1034,"Northern","Northern",219.254262931028
"21-KT","40-KAG",0.43043429537112,3.1709,32.8049,1.8025,33.1034,"Northern","Northern",155.904877376269
"15-NGO","40-KAG",0.401700679019994,3.6687,32.5914,1.8025,33.1034,"Northern","Northern",215.403244116832
"10-PAG","40-KAG",0.410445279195618,3.3777,31.994,1.8025,33.1034,"Northern","Northern",214.400068963716
"08-MY","40-KAG",0.418413497384549,3.6828,31.727,1.8025,33.1034,"Northern","Northern",259.293094471966
"28-AKA","40-KAG",0.31075027970061,2.3722,32.6757,1.8025,33.1034,"Northern","Northern",79.2827064399271
"31-ACA","40-KAG",0.400339272234285,2.2699,32.5209,1.8025,33.1034,"Northern","Northern",83.1057046467925
"27-OCA","40-KAG",0.345852829911266,2.4272,32.6285,1.8025,33.1034,"Northern","Northern",87.332302954671
"30-OLE","40-KAG",0.293729425779699,2.3555,32.7159,1.8025,33.1034,"Northern","Northern",75.1523205967047
"24-KIL","40-KAG",0.324197822414016,2.7403,32.9502,1.8025,33.1034,"Northern","Northern",105.777048207368
"01-AIN","40-KAG",0.436911589936713,3.3044,31.1191,1.8025,33.1034,"Northern","Northern",276.850204399321
"02-GAN","40-KAG",0.448088684332533,3.2521,31.1231,1.8025,33.1034,"Northern","Northern",273.018678494586
"25-CHU","40-KAG",0.286255204323096,2.6069,32.9379,1.8025,33.1034,"Northern","Northern",91.4182215851212
"32-APU","40-KAG",0.278893828707212,2.0794,32.6762,1.8025,33.1034,"Northern","Northern",56.6487968140009
"33-AP","40-KAG",0.355310447526743,1.9756,32.5386,1.8025,33.1034,"Northern","Northern",65.7271383683162
"03-DUK","40-KAG",0.448292028624147,3.2671,31.1352,1.8025,33.1034,"Northern","Northern",272.927489527417
"18-BOL","40-KAG",0.310261866748787,3.2934,32.7822,1.8025,33.1034,"Northern","Northern",169.766512400995
"12-OLO","40-KAG",0.413023913716684,3.4016,32.011,1.8025,33.1034,"Northern","Northern",215.509508365006
"26-OG","40-KAG",0.254647003591518,2.4384,32.9124,1.8025,33.1034,"Northern","Northern",73.9080515786676
"37-OT","40-KAG",0.227502666830859,1.8767,33.2557,1.8025,33.1034,"Northern","Northern",18.8511673609687
"19-KTC","40-KAG",0.375479209342321,3.2823,32.8232,1.8025,33.1034,"Northern","Northern",167.651780684428
"17-LAG","43-OS",0.495324450041737,3.4407,32.8529,1.5252,33.497,"Northern","Northern",224.942169992513
"21-KT","43-OS",0.455553897601139,3.1709,32.8049,1.5252,33.497,"Northern","Northern",198.71367361767
"28-AKA","43-OS",0.403235724668919,2.3722,32.6757,1.5252,33.497,"Northern","Northern",131.298042644543
"31-ACA","43-OS",0.452321018909729,2.2699,32.5209,1.5252,33.497,"Northern","Northern",136.623585272058
"40-KAG","43-OS",0.358671366330967,1.8025,33.1034,1.5252,33.497,"Northern","Northern",53.582193276942
"15-NGO","43-OS",0.433584586773001,3.6687,32.5914,1.5252,33.497,"Northern","Northern",258.992489405537
"36-UGT","43-OS",0.334653547425323,1.9081,33.1602,1.5252,33.497,"Northern","Northern",56.7559594001519
"20-TUM","43-OS",0.425540908477804,3.2421,32.7608,1.5252,33.497,"Northern","Northern",207.924958051604
"32-APU","43-OS",0.387417232019998,2.0794,32.6762,1.5252,33.497,"Northern","Northern",110.210714690697
"12-OLO","43-OS",0.48066639808216,3.4016,32.011,1.5252,33.497,"Northern","Northern",266.349073484604
"38-OCU","43-OS",0.391568606731589,1.847,33.1526,1.5252,33.497,"Northern","Northern",52.4577788526558
"30-OLE","43-OS",0.391321937239877,2.3555,32.7159,1.5252,33.497,"Northern","Northern",126.865404501176
"19-KTC","43-OS",0.450672179702039,3.2823,32.8232,1.5252,33.497,"Northern","Northern",209.463307906917
"26-OG","43-OS",0.374852246682845,2.4384,32.9124,1.5252,33.497,"Northern","Northern",120.681594538074
"24-KIL","43-OS",0.411982205716605,2.7403,32.9502,1.5252,33.497,"Northern","Northern",148.311360028583
"10-PAG","43-OS",0.487938910249452,3.3777,31.994,1.5252,33.497,"Northern","Northern",265.455199084171
"27-OCA","43-OS",0.41001768771505,2.4272,32.6285,1.5252,33.497,"Northern","Northern",139.34886684672
"18-BOL","43-OS",0.418037327397543,3.2934,32.7822,1.5252,33.497,"Northern","Northern",212.28269793881
"01-AIN","43-OS",0.459304285044627,3.3044,31.1191,1.5252,33.497,"Northern","Northern",330.404530198642
"07-OSG","43-OS",0.47122760775299,3.211,31.7253,1.5252,33.497,"Northern","Northern",272.113108211334
"14-OKS","43-OS",0.429421241378658,3.2599,32.2241,1.5252,33.497,"Northern","Northern",239.440707995154
"02-GAN","43-OS",0.469271463685377,3.2521,31.1231,1.5252,33.497,"Northern","Northern",326.592612698691
"37-OT","43-OS",0.345422497924376,1.8767,33.2557,1.5252,33.497,"Northern","Northern",47.45481555724
"09-ORB","43-OS",0.481522042634228,3.6922,31.7799,1.5252,33.497,"Northern","Northern",307.650099856691
"03-DUK","43-OS",0.474478579654658,3.2671,31.1352,1.5252,33.497,"Northern","Northern",326.493292724205
"25-CHU","43-OS",0.366700021965716,2.6069,32.9379,1.5252,33.497,"Northern","Northern",135.529004763372
"22-OMI","43-OS",0.44809381257988,3.0113,32.7323,1.5252,33.497,"Northern","Northern",186.017181016975
"33-AP","43-OS",0.444579500056769,1.9756,32.5386,1.5252,33.497,"Northern","Northern",117.837291400022
"08-MY","43-OS",0.47384971556076,3.6828,31.727,1.5252,33.497,"Northern","Northern",310.525490298444
"14-OKS","44-MK",0.502946172380589,3.2599,32.2241,1.3471,33.8933,"Northern","Northern",282.503152611727
"27-OCA","44-MK",0.486232019731434,2.4272,32.6285,1.3471,33.8933,"Northern","Northern",185.09029444091
"03-DUK","44-MK",0.528446183091566,3.2671,31.1352,1.3471,33.8933,"Northern","Northern",373.882242604359
"08-MY","44-MK",0.556330203019987,3.6828,31.727,1.3471,33.8933,"Northern","Northern",354.455326565833
"10-PAG","44-MK",0.566066613523781,3.3777,31.994,1.3471,33.8933,"Northern","Northern",309.383446411711
"19-KTC","44-MK",0.533882895573809,3.2823,32.8232,1.3471,33.8933,"Northern","Northern",246.117698525034
"24-KIL","44-MK",0.482767778283753,2.7403,32.9502,1.3471,33.8933,"Northern","Northern",187.24417302612
"30-OLE","44-MK",0.45156225907285,2.3555,32.7159,1.3471,33.8933,"Northern","Northern",172.514994571499
"07-OSG","44-MK",0.55444750056894,3.211,31.7253,1.3471,33.8933,"Northern","Northern",318.118651579954
"15-NGO","44-MK",0.499395817362763,3.6687,32.5914,1.3471,33.8933,"Northern","Northern",296.228923923058
"26-OG","44-MK",0.444846390451902,2.4384,32.9124,1.3471,33.8933,"Northern","Northern",163.303139578451
"25-CHU","44-MK",0.448282849162015,2.6069,32.9379,1.3471,33.8933,"Northern","Northern",175.967982566243
"36-UGT","44-MK",0.380245678980374,1.9081,33.1602,1.3471,33.8933,"Northern","Northern",102.735209472236
"20-TUM","44-MK",0.495358667851832,3.2421,32.7608,1.3471,33.8933,"Northern","Northern",245.696212017976
"01-AIN","44-MK",0.539727260504281,3.3044,31.1191,1.3471,33.8933,"Northern","Northern",377.728888321514
"17-LAG","44-MK",0.548477014163504,3.4407,32.8529,1.3471,33.8933,"Northern","Northern",260.201629571493
"40-KAG","44-MK",0.41806451473261,1.8025,33.1034,1.3471,33.8933,"Northern","Northern",101.469204871459
"32-APU","44-MK",0.439157807361287,2.0794,32.6762,1.3471,33.8933,"Northern","Northern",158.067850311902
"21-KT","44-MK",0.564513790610855,3.1709,32.8049,1.3471,33.8933,"Northern","Northern",236.378232265387
"18-BOL","44-MK",0.485512589991822,3.2934,32.7822,1.3471,33.8933,"Northern","Northern",249.427317908018
"37-OT","44-MK",0.381471657052042,1.8767,33.2557,1.3471,33.8933,"Northern","Northern",92.2465432453481
"22-OMI","44-MK",0.517044491568751,3.0113,32.7323,1.3471,33.8933,"Northern","Northern",225.828771867636
"28-AKA","44-MK",0.484225809853977,2.3722,32.6757,1.3471,33.8933,"Northern","Northern",177.126724969105
"02-GAN","44-MK",0.529767125184496,3.2521,31.1231,1.3471,33.8933,"Northern","Northern",374.039555493471
"12-OLO","44-MK",0.549008758757037,3.4016,32.011,1.3471,33.8933,"Northern","Northern",310.051482741015
"33-AP","44-MK",0.497716605505152,1.9756,32.5386,1.3471,33.8933,"Northern","Northern",166.185619183549
"38-OCU","44-MK",0.419144819351748,1.847,33.1526,1.3471,33.8933,"Northern","Northern",99.4493003459724
"09-ORB","44-MK",0.545599410103735,3.6922,31.7799,1.3471,33.8933,"Northern","Northern",351.260084525991
"31-ACA","44-MK",0.504356914302097,2.2699,32.5209,1.3471,33.8933,"Northern","Northern",184.03521967305
"43-OS","44-MK",0.278995012467447,1.5252,33.497,1.3471,33.8933,"Northern","Northern",48.3534913480155
"07-OSG","45-BKD",0.5209184270664,3.211,31.7253,1.3491,34.0444,"Northern","Northern",330.900028428115
"44-MK","45-BKD",0.249737130341963,1.3471,33.8933,1.3491,34.0444,"Northern","Northern",16.8171931574129
"37-OT","45-BKD",0.357391262808794,1.8767,33.2557,1.3491,34.0444,"Northern","Northern",105.601792073414
"30-OLE","45-BKD",0.406332120548705,2.3555,32.7159,1.3491,34.0444,"Northern","Northern",185.468551542336
"25-CHU","45-BKD",0.399601289107837,2.6069,32.9379,1.3491,34.0444,"Northern","Northern",186.435892880016
"32-APU","45-BKD",0.390785147845538,2.0794,32.6762,1.3491,34.0444,"Northern","Northern",172.585016780386
"33-AP","45-BKD",0.46959158912793,1.9756,32.5386,1.3491,34.0444,"Northern","Northern",181.488498620605
"03-DUK","45-BKD",0.510004028221567,3.2671,31.1352,1.3491,34.0444,"Northern","Northern",387.667560923734
"31-ACA","45-BKD",0.482659317660579,2.2699,32.5209,1.3491,34.0444,"Northern","Northern",198.091162966836
"21-KT","45-BKD",0.524496754890481,3.1709,32.8049,1.3491,34.0444,"Northern","Northern",245.226414066297
"38-OCU","45-BKD",0.375297329823279,1.847,33.1526,1.3491,34.0444,"Northern","Northern",113.665218914423
"01-AIN","45-BKD",0.532187580527569,3.3044,31.1191,1.3491,34.0444,"Northern","Northern",391.452854522946
"24-KIL","45-BKD",0.454316631418748,2.7403,32.9502,1.3491,34.0444,"Northern","Northern",196.979765881729
"10-PAG","45-BKD",0.541340102853949,3.3777,31.994,1.3491,34.0444,"Northern","Northern",320.935605978745
"28-AKA","45-BKD",0.448059867036053,2.3722,32.6757,1.3491,34.0444,"Northern","Northern",190.159250678079
"14-OKS","45-BKD",0.460636724510993,3.2599,32.2241,1.3491,34.0444,"Northern","Northern",293.659523263578
"15-NGO","45-BKD",0.459759689737727,3.6687,32.5914,1.3491,34.0444,"Northern","Northern",304.605155104842
"17-LAG","45-BKD",0.507348654730179,3.4407,32.8529,1.3491,34.0444,"Northern","Northern",267.903845913317
"36-UGT","45-BKD",0.364007203606247,1.9081,33.1602,1.3491,34.0444,"Northern","Northern",116.415543575237
"09-ORB","45-BKD",0.506809603166373,3.6922,31.7799,1.3491,34.0444,"Northern","Northern",362.55718504088
"40-KAG","45-BKD",0.38480764903137,1.8025,33.1034,1.3491,34.0444,"Northern","Northern",116.241126740817
"26-OG","45-BKD",0.413345104558495,2.4384,32.9124,1.3491,34.0444,"Northern","Northern",174.830454718476
"19-KTC","45-BKD",0.47983164556996,3.2823,32.8232,1.3491,34.0444,"Northern","Northern",254.481685179852
"12-OLO","45-BKD",0.524989538072539,3.4016,32.011,1.3491,34.0444,"Northern","Northern",321.478758088196
"08-MY","45-BKD",0.507982536172221,3.6828,31.727,1.3491,34.0444,"Northern","Northern",365.924676399662
