SampleID	SiteCode	Village	A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28	Watershed	Year	Sex	TrapNo	SiteInfectionRate	CollectionDate	TrapLat	TrapLong	VegType	YearSeason	SiteCode_YearSeason	StructureOrder	GenePopIndOrder	SiteLat	SiteLong	Cluster	SiteMajCluster
KAF_15_220	55-KAF	Kafu	130142	207209	133133	157157	0	97097	173173	126126	115145	0	109127	Kafu River	2015	F	11	0.23	12/21/15	1.54122	32.04365	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1360	1.54172	32.04207	west	west
KAF_15_227	55-KAF	Kafu	130144	207207	133133	157157	0	106106	173173	126130	115115	167167	127127	Kafu River	2015	F	3	0.23	12/21/15	1.54169	32.04233	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1361	1.54172	32.04207	west	west
KAF_15_228	55-KAF	Kafu	122142	207207	133133	157163	0	103103	173173	124130	115125	161167	109127	Kafu River	2015	F	3	0.23	12/21/15	1.54169	32.04233	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1362	1.54172	32.04207	west	west
KAF_15_233	55-KAF	Kafu	130142	207207	133133	157166	0	97097	173173	122126	115115	161167	127127	Kafu River	2015	M	3	0.23	12/21/15	1.54169	32.04233	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1363	1.54172	32.04207	west	west
KAF_15_236	55-KAF	Kafu	144144	207207	133133	157163	0	97097	173173	126130	125125	161167	109109	Kafu River	2015	F	4	0.23	12/21/15	1.54164	32.04252	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1364	1.54172	32.04207	west	west
KAF_15_237	55-KAF	Kafu	0	0	0	0	0	124124	0	0	0	161167	0	Kafu River	2015	F	4	0.23	12/21/15	1.54164	32.04252	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1365	1.54172	32.04207	nogroup	west
KAF_15_239	55-KAF	Kafu	144144	207207	133142	157157	0	106106	167173	130130	115125	161161	109119	Kafu River	2015	M	4	0.23	12/21/15	1.54164	32.04252	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1366	1.54172	32.04207	west	west
KAF_15_242	55-KAF	Kafu	140144	207207	133133	157157	0	97097	173173	126126	115115	0	123125	Kafu River	2015	F	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1367	1.54172	32.04207	west	west
KAF_15_243	55-KAF	Kafu	0	207207	0	157166	0	97097	173173	130130	125125	0	111125	Kafu River	2015	F	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1368	1.54172	32.04207	west	west
KAF_15_244	55-KAF	Kafu	140144	207207	0	157157	0	97097	173173	0	115145	167167	123127	Kafu River	2015	F	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1369	1.54172	32.04207	west	west
KAF_15_245	55-KAF	Kafu	130144	207207	133133	157157	0	103106	173173	126128	115115	161161	123127	Kafu River	2015	F	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1370	1.54172	32.04207	west	west
KAF_15_246	55-KAF	Kafu	140140	207207	133142	157157	0	97097	173173	126130	115145	161161	109127	Kafu River	2015	F	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1371	1.54172	32.04207	west	west
KAF_15_248	55-KAF	Kafu	0	207207	0	157157	0	97097	173173	126126	115145	161167	111133	Kafu River	2015	M	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1372	1.54172	32.04207	west	west
KAF_15_249	55-KAF	Kafu	142142	207209	142142	157157	0	97106	155173	126126	115115	167167	109123	Kafu River	2015	M	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1373	1.54172	32.04207	west	west
KAF_15_250	55-KAF	Kafu	144144	207207	133133	157157	0	97097	173173	126130	115115	173179	109109	Kafu River	2015	M	12	0.23	12/21/15	1.54115	32.04399	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1374	1.54172	32.04207	west	west
KAF_15_258	55-KAF	Kafu	0	207207	0	157157	0	97106	167173	122126	115115	161161	123127	Kafu River	2015	M	13	0.23	12/21/15	1.54112	32.04432	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1375	1.54172	32.04207	west	west
KAF_15_259	55-KAF	Kafu	142144	207207	0	157157	0	97106	173173	122126	115115	0	109119	Kafu River	2015	M	13	0.23	12/21/15	1.54112	32.04432	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1376	1.54172	32.04207	west	west
KAF_15_262	55-KAF	Kafu	0	207207	0	157163	0	97097	167167	126130	115115	161161	109127	Kafu River	2015	F	1	0.23	12/21/15	1.54172	32.04207	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1377	1.54172	32.04207	west	west
KAF_15_264	55-KAF	Kafu	144144	207207	142142	157157	0	106106	167173	126126	111115	161161	127127	Kafu River	2015	M	1	0.23	12/21/15	1.54172	32.04207	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1378	1.54172	32.04207	west	west
KAF_15_269	55-KAF	Kafu	142144	207207	133142	157157	0	97097	173173	126126	115115	161167	0	Kafu River	2015	F	18	0.23	12/30/15	1.54188	32.04207	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1379	1.54172	32.04207	west	west
KAF_15_270	55-KAF	Kafu	144144	207207	0	157157	0	97103	173173	0	115125	161167	119125	Kafu River	2015	F	24	0.23	12/30/15	1.54156	32.04332	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1380	1.54172	32.04207	west	west
KAF_15_277	55-KAF	Kafu	140142	207207	133133	157157	0	97106	167173	126130	139139	161161	127133	Kafu River	2015	M	25	0.23	12/30/15	1.54152	32.04361	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1381	1.54172	32.04207	west	west
KAF_15_278	55-KAF	Kafu	144144	207207	133145	157157	0	106106	167173	126130	115125	161161	127127	Kafu River	2015	F	21	0.23	12/30/15	1.54194	32.04271	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1382	1.54172	32.04207	west	west
KAF_15_279	55-KAF	Kafu	144144	207207	133133	157157	0	97106	173173	0	115125	161167	0	Kafu River	2015	F	21	0.23	12/30/15	1.54194	32.04271	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1383	1.54172	32.04207	west	west
KAF_15_280	55-KAF	Kafu	142144	207207	121133	157157	0	106106	173173	0	125145	161167	0	Kafu River	2015	F	21	0.23	12/30/15	1.54194	32.04271	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1384	1.54172	32.04207	west	west
KAF_15_285	55-KAF	Kafu	142144	207209	0	157157	0	103103	173173	126128	115115	161173	109111	Kafu River	2015	F	32	0.23	12/30/15	1.54186	32.04173	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1385	1.54172	32.04207	west	west
KAF_15_286	55-KAF	Kafu	144144	207207	0	157157	0	97097	173173	126126	113123	161161	109125	Kafu River	2015	F	32	0.23	12/30/15	1.54186	32.04173	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1386	1.54172	32.04207	west	west
KAF_15_287	55-KAF	Kafu	140144	207207	133133	157157	0	106106	173173	126130	115125	167173	0	Kafu River	2015	F	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1387	1.54172	32.04207	west	west
KAF_15_289	55-KAF	Kafu	140144	207207	133142	157157	0	97106	173173	126126	115139	161161	111123	Kafu River	2015	M	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1388	1.54172	32.04207	west	west
KAF_15_292	55-KAF	Kafu	140142	207209	0	157157	0	97103	173173	0	115125	161161	127133	Kafu River	2015	F	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1389	1.54172	32.04207	west	west
KAF_15_293	55-KAF	Kafu	140140	207207	133142	157166	0	97106	173173	126126	125139	161179	109123	Kafu River	2015	F	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1390	1.54172	32.04207	west	west
KAF_15_294	55-KAF	Kafu	140144	207209	133133	163163	0	106106	167167	130130	125141	167167	119131	Kafu River	2015	M	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1391	1.54172	32.04207	nogroup	west
KAF_15_295	55-KAF	Kafu	144144	207209	133133	157157	0	97097	173173	130130	123145	161161	127133	Kafu River	2015	M	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1392	1.54172	32.04207	west	west
KAF_15_296	55-KAF	Kafu	130144	207207	133133	163166	0	97106	173173	126126	115115	161161	125127	Kafu River	2015	M	23	0.23	12/30/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1393	1.54172	32.04207	west	west
KAF_15_303	55-KAF	Kafu	142144	207207	0	157157	0	97097	173173	0	125125	161167	125129	Kafu River	2015	M	26	0.23	12/30/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1394	1.54172	32.04207	west	west
KAF_15_305	55-KAF	Kafu	130144	207207	133133	157166	0	97097	167173	126126	125145	161173	127127	Kafu River	2015	M	26	0.23	12/30/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1395	1.54172	32.04207	west	west
KAF_15_306	55-KAF	Kafu	130144	207207	142142	157157	0	97103	173173	126126	115145	161161	0	Kafu River	2015	F	20	0.23	12/30/15	1.54195	32.04248	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1396	1.54172	32.04207	west	west
KAF_15_307	55-KAF	Kafu	140142	209209	0	157157	0	103103	173173	0	125125	161173	123127	Kafu River	2015	F	18	0.23	12/31/15	1.54188	32.04207	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1397	1.54172	32.04207	west	west
KAF_15_309	55-KAF	Kafu	130142	207207	133142	157157	0	106106	167173	126126	123125	161161	111119	Kafu River	2015	M	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1398	1.54172	32.04207	west	west
KAF_15_311	55-KAF	Kafu	142144	207207	133133	157157	0	97106	173173	130130	115125	0	123127	Kafu River	2015	F	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1399	1.54172	32.04207	west	west
KAF_15_312	55-KAF	Kafu	140144	207207	0	157163	0	97103	167167	126130	115145	0	123127	Kafu River	2015	F	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1400	1.54172	32.04207	west	west
KAF_15_313	55-KAF	Kafu	142144	207209	121133	157157	0	97106	173173	126126	115145	161179	109133	Kafu River	2015	F	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1401	1.54172	32.04207	west	west
KAF_15_314	55-KAF	Kafu	144144	207207	133133	157157	0	97097	167173	126126	115125	179179	109109	Kafu River	2015	M	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1402	1.54172	32.04207	west	west
KAF_15_316	55-KAF	Kafu	0	207207	0	157157	0	97106	173173	126130	115115	161161	123127	Kafu River	2015	M	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1403	1.54172	32.04207	west	west
KAF_15_319	55-KAF	Kafu	140144	207207	0	157157	0	97097	173173	122130	115141	161161	123127	Kafu River	2015	M	45	0.23	12/31/15	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1404	1.54172	32.04207	west	west
KAF_15_324	55-KAF	Kafu	140140	207209	133133	157166	0	97097	173173	122130	115125	161167	109127	Kafu River	2015	F	44	0.23	12/31/15	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1405	1.54172	32.04207	west	west
KAF_15_339	55-KAF	Kafu	142144	207209	133133	157157	0	106106	173173	126126	115115	161167	109133	Kafu River	2015	F	44	0.23	12/31/15	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1406	1.54172	32.04207	west	west
KAF_15_340	55-KAF	Kafu	144144	207207	133133	157163	0	97097	173173	122126	115115	161173	109127	Kafu River	2015	M	44	0.23	12/31/15	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1407	1.54172	32.04207	west	west
KAF_15_348	55-KAF	Kafu	140142	207207	133142	157157	0	97106	167173	126126	115115	161161	109127	Kafu River	2015	M	29	0.23	12/31/15	1.54112	32.04456	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1408	1.54172	32.04207	west	west
KAF_15_349	55-KAF	Kafu	144144	207207	133133	157157	0	97097	173173	130130	115115	167167	123127	Kafu River	2015	M	29	0.23	12/31/15	1.54112	32.04456	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1409	1.54172	32.04207	west	west
KAF_15_350	55-KAF	Kafu	142144	207207	133133	157157	0	97097	173173	130130	115125	161167	127129	Kafu River	2015	F	26	0.23	12/31/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1410	1.54172	32.04207	west	west
KAF_15_352	55-KAF	Kafu	140144	207211	0	157157	0	97106	173173	0	125139	161167	109119	Kafu River	2015	F	26	0.23	12/31/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1411	1.54172	32.04207	west	west
KAF_15_353	55-KAF	Kafu	144144	207207	133133	157157	0	97106	173173	122122	121143	161167	109123	Kafu River	2015	M	26	0.23	12/31/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1412	1.54172	32.04207	west	west
KAF_15_354	55-KAF	Kafu	140148	207207	0	157157	0	106106	173173	0	125127	161167	0	Kafu River	2015	F	26	0.23	12/31/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1413	1.54172	32.04207	west	west
KAF_15_355	55-KAF	Kafu	140144	207209	0	157163	0	97106	173173	0	115115	161167	125127	Kafu River	2015	F	26	0.23	12/31/15	1.54154	32.04385	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1414	1.54172	32.04207	west	west
KAF_15_360	55-KAF	Kafu	120142	207207	0	157157	0	97106	173173	126126	115125	161161	125127	Kafu River	2015	M	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1415	1.54172	32.04207	west	west
KAF_15_361	55-KAF	Kafu	140144	207207	133133	157157	0	97097	173173	130130	115145	161167	109123	Kafu River	2015	F	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1416	1.54172	32.04207	west	west
KAF_15_362	55-KAF	Kafu	140144	207207	0	157157	0	97106	173173	126126	125139	161161	119119	Kafu River	2015	M	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1417	1.54172	32.04207	west	west
KAF_15_364	55-KAF	Kafu	144144	207207	133142	157157	0	97097	167173	126130	115115	158167	109111	Kafu River	2015	M	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1418	1.54172	32.04207	west	west
KAF_15_367	55-KAF	Kafu	120140	207207	133133	157157	0	97097	173173	126130	115139	161179	109111	Kafu River	2015	M	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1419	1.54172	32.04207	west	west
KAF_15_368	55-KAF	Kafu	130144	207207	133142	157157	0	97097	167173	0	115125	161161	127129	Kafu River	2015	F	47	0.23	12/31/15	1.54171	32.04408	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1420	1.54172	32.04207	west	west
KAF_15_373	55-KAF	Kafu	140148	207207	133142	157166	0	97106	173173	130130	121125	161161	109127	Kafu River	2015	F	28	0.23	12/31/15	1.54119	32.044	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1421	1.54172	32.04207	west	west
KAF_15_374	55-KAF	Kafu	130144	207207	0	163166	0	97097	173173	130130	115125	167173	111125	Kafu River	2015	F	24	0.23	12/31/15	1.54156	32.04332	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1422	1.54172	32.04207	west	west
KAF_15_375	55-KAF	Kafu	140142	207207	121133	157166	0	97097	173173	126130	115115	161164	111127	Kafu River	2015	F	20	0.23	12/31/15	1.54195	32.04248	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1423	1.54172	32.04207	west	west
KAF_15_379	55-KAF	Kafu	140144	207207	0	157157	0	97103	167173	0	145145	0	125127	Kafu River	2015	F	21	0.23	12/31/15	1.54194	32.04271	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1424	1.54172	32.04207	west	west
KAF_15_383	55-KAF	Kafu	144144	207207	133133	157163	0	106106	173173	126130	115115	167179	109127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1425	1.54172	32.04207	west	west
KAF_15_385	55-KAF	Kafu	144144	207211	142142	157157	0	97097	167173	126130	115115	161161	111125	Kafu River	2015	F	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1426	1.54172	32.04207	west	west
KAF_15_388	55-KAF	Kafu	144144	207207	136142	157166	0	97103	173173	130130	115125	167179	127127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1427	1.54172	32.04207	west	west
KAF_15_390	55-KAF	Kafu	144144	207207	133142	157157	0	97106	173173	122130	115115	161173	119127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1428	1.54172	32.04207	west	west
KAF_15_391	55-KAF	Kafu	140142	207209	0	157157	0	97106	173173	122130	115115	161161	127127	Kafu River	2015	F	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1429	1.54172	32.04207	west	west
KAF_15_392	55-KAF	Kafu	140144	207209	0	157166	0	97097	173173	130130	115125	161167	111127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1430	1.54172	32.04207	west	west
KAF_15_393	55-KAF	Kafu	130142	207209	133133	157157	0	106106	173173	122130	125125	161161	109127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1431	1.54172	32.04207	west	west
KAF_15_394	55-KAF	Kafu	140144	207207	133142	157157	0	106106	167173	130130	115115	161167	0	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1432	1.54172	32.04207	west	west
KAF_15_395	55-KAF	Kafu	140142	207207	0	163166	0	97097	173173	126126	115125	161167	127127	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1433	1.54172	32.04207	west	west
KAF_15_396	55-KAF	Kafu	140144	207207	133133	157166	0	97097	173173	126126	115115	161161	119119	Kafu River	2015	M	37	0.23	12/31/15	1.54314	32.04161	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1434	1.54172	32.04207	west	west
KAF_15_402	55-KAF	Kafu	142144	207207	0	157157	0	97106	173173	126130	125145	161173	0	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1435	1.54172	32.04207	west	west
KAF_15_403	55-KAF	Kafu	142144	207209	133145	157157	0	106106	167173	126130	115115	161161	109109	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1436	1.54172	32.04207	west	west
KAF_15_405	55-KAF	Kafu	140144	207207	0	157163	0	103103	173173	126130	115115	161167	109109	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1437	1.54172	32.04207	west	west
KAF_15_406	55-KAF	Kafu	140142	207207	0	157157	0	106106	173173	126130	115139	161161	109109	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1438	1.54172	32.04207	west	west
KAF_15_409	55-KAF	Kafu	140144	207207	133133	157157	0	97106	173173	130130	125125	161161	111127	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1439	1.54172	32.04207	west	west
KAF_15_411	55-KAF	Kafu	130144	207207	133142	157166	0	97103	173173	126130	115115	0	125127	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1440	1.54172	32.04207	west	west
KAF_15_412	55-KAF	Kafu	142144	207207	0	157157	0	97106	173173	0	115127	161173	109127	Kafu River	2015	F	23	0.23	12/31/15	1.54196	32.04331	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1441	1.54172	32.04207	west	west
KAF_15_431	55-KAF	Kafu	140144	207207	133133	157157	0	97097	173173	122126	115145	161161	109123	Kafu River	2015	M	35	0.23	12/31/15	1.54098	32.04136	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1442	1.54172	32.04207	west	west
KAF_16_441	55-KAF	Kafu	144144	207207	133133	157163	0	97103	167173	122126	115125	0	109111	Kafu River	2016	M	44		1/1/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1443	1.54172	32.04207	west	west
KAF_16_444	55-KAF	Kafu	144148	207207	133133	157157	0	97106	173173	126130	115115	161167	109109	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1444	1.54172	32.04207	west	west
KAF_16_446	55-KAF	Kafu	142144	209209	133133	0	0	97106	173173	126130	125145	173173	123125	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1445	1.54172	32.04207	west	west
KAF_16_447	55-KAF	Kafu	142144	207207	133133	157166	0	97106	173173	126130	145145	0	109125	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1446	1.54172	32.04207	west	west
KAF_16_453	55-KAF	Kafu	130140	207207	133133	157157	0	106106	173173	126126	115125	161161	111133	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1447	1.54172	32.04207	west	west
KAF_16_454	55-KAF	Kafu	144144	207207	133142	157157	0	115115	173173	122126	115115	161173	109109	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1448	1.54172	32.04207	nogroup	west
KAF_16_456	55-KAF	Kafu	144144	207209	133142	157157	0	103103	173173	126126	115125	161167	109127	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1449	1.54172	32.04207	west	west
KAF_16_459	55-KAF	Kafu	144144	207207	133133	157157	0	106106	173173	126130	115125	161161	109119	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1450	1.54172	32.04207	west	west
KAF_16_464	55-KAF	Kafu	144144	209211	133142	157157	0	97097	173173	130130	115115	161161	127127	Kafu River	2016	F	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1451	1.54172	32.04207	west	west
KAF_16_465	55-KAF	Kafu	142144	207207	133133	157166	0	103103	173173	0	115115	167173	109133	Kafu River	2016	M	45		1/1/16	1.54175	32.0444	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1452	1.54172	32.04207	west	west
KAF_16_485	55-KAF	Kafu	142144	207207	133142	157157	0	97097	167173	122126	115145	179179	127127	Kafu River	2016	M	46		1/1/16	1.54156	32.04438	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1453	1.54172	32.04207	west	west
KAF_16_490	55-KAF	Kafu	144144	209211	133133	157166	0	97103	173173	122130	115125	161179	109127	Kafu River	2016	F	46		1/1/16	1.54156	32.04438	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1454	1.54172	32.04207	west	west
KAF_16_497	55-KAF	Kafu	130144	207207	133142	157163	0	97106	173173	126126	115125	161161	111111	Kafu River	2016	F	46		1/1/16	1.54156	32.04438	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1455	1.54172	32.04207	west	west
KAF_16_504	55-KAF	Kafu	144144	207209	133133	157157	0	103103	173173	122130	115125	161161	111127	Kafu River	2016	F	46		1/1/16	1.54156	32.04438	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1456	1.54172	32.04207	west	west
KAF_16_514	55-KAF	Kafu	144144	207207	121142	157163	0	97106	167173	126126	115115	161179	109127	Kafu River	2016	M	46		1/1/16	1.54156	32.04438	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1457	1.54172	32.04207	west	west
KAF_16_523	55-KAF	Kafu	144144	207207	133142	157157	0	103106	167167	126130	115115	167167	109127	Kafu River	2016	F	24		1/1/16	1.54156	32.04332	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1458	1.54172	32.04207	west	west
KAF_16_524	55-KAF	Kafu	142144	207207	133133	157157	0	97103	167173	126130	115125	161161	119127	Kafu River	2016	M	25		1/1/16	1.54152	32.04361	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1459	1.54172	32.04207	west	west
KAF_16_586	55-KAF	Kafu	144144	209209	133145	157157	0	97097	167173	126130	115141	161161	109111	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1460	1.54172	32.04207	west	west
KAF_16_587	55-KAF	Kafu	144144	207207	133133	157157	0	97097	173173	126130	115115	161161	111127	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1461	1.54172	32.04207	west	west
KAF_16_588	55-KAF	Kafu	130142	207207	133142	157157	0	97097	173173	122130	115115	161161	123127	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1462	1.54172	32.04207	west	west
KAF_16_590	55-KAF	Kafu	130144	207209	133133	157163	0	97103	173173	122126	115115	161167	109127	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1463	1.54172	32.04207	west	west
KAF_16_591	55-KAF	Kafu	144144	207207	133142	157157	0	97097	173173	122126	115139	161161	111111	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1464	1.54172	32.04207	west	west
KAF_16_597	55-KAF	Kafu	140144	207209	133133	157166	0	97097	173173	122122	115125	161167	111133	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1465	1.54172	32.04207	west	west
KAF_16_599	55-KAF	Kafu	144144	207207	121142	157166	0	97106	173173	126130	115125	161161	119123	Kafu River	2016	F	44		1/2/16	1.54185	32.04459	Bush and shrubs	2016-S01	55-KAF_2016-S01	55	1466	1.54172	32.04207	west	west
