SampleID	SiteCode	Village	A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28	Watershed	Year	Sex	TrapNo	SiteInfectionRate	CollectionDate	TrapLat	TrapLong	VegType	YearSeason	SiteCode_YearSeason	StructureOrder	GenePopIndOrder	SiteLat	SiteLong	Cluster	SiteMajCluster
AIN_14_177	01-AIN	Aina	130130	207209	121121	157163	191194	109109	167173	122122	117127	161173	111111	Albert Nile	2014	M	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	1	3.3044	31.1191	north	north
AIN_14_178	01-AIN	Aina	116142	207211	118133	163163	191191	109109	173173	130130	129143	158161	129131	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	2	3.3044	31.1191	north	north
AIN_14_179	01-AIN	Aina	116130	207211	127133	157157	191200	109112	167167	122126	115115	164164	121129	Albert Nile	2014	M	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	3	3.3044	31.1191	north	north
AIN_14_180	01-AIN	Aina	116128	209211	133145	163163	191194	109109	164167	122130	141151	161167	111125	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	4	3.3044	31.1191	north	north
AIN_14_181	01-AIN	Aina	116130	207209	127142	157157	191194	106109	167167	126130	127143	164173	109109	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	5	3.3044	31.1191	north	north
AIN_14_182	01-AIN	Aina	130130	207211	127133	157163	191194	97106	167173	126126	115115	158167	123125	Albert Nile	2014	M	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	6	3.3044	31.1191	north	north
AIN_14_183	01-AIN	Aina	130130	209209	133136	157157	194194	109109	173173	126126	109143	158161	111123	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	7	3.3044	31.1191	north	north
AIN_14_184	01-AIN	Aina	130130	207211	133142	157163	191203	109109	167173	126130	115127	170173	109129	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	8	3.3044	31.1191	north	north
AIN_14_185	01-AIN	Aina	116130	209211	133142	157163	194203	97106	158167	122126	109149	158167	123123	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	9	3.3044	31.1191	north	north
AIN_14_194	01-AIN	Aina	130134	209211	121133	157160	191194	106109	173173	122130	115127	161164	109129	Albert Nile	2014	M	24	0	6/25/14	3.305	31.11852	Riverine	2014-S03	01-AIN_2014-S03	1	10	3.3044	31.1191	north	north
AIN_14_195	01-AIN	Aina	120130	207209	121142	157157	200203	109109	164173	122130	115127	161167	115115	Albert Nile	2014	M	24	0	6/25/14	3.305	31.11852	Riverine	2014-S03	01-AIN_2014-S03	1	11	3.3044	31.1191	north	north
AIN_14_196	01-AIN	Aina	116124	209209	121121	157163	194200	106106	167173	122130	115117	161167	109111	Albert Nile	2014	M	24	0	6/25/14	3.305	31.11852	Riverine	2014-S03	01-AIN_2014-S03	1	12	3.3044	31.1191	north	north
AIN_14_198	01-AIN	Aina	130130	207209	121133	157157	191203	103106	167173	118126	115143	161167	0	Albert Nile	2014	M	24	0	6/25/14	3.305	31.11852	Riverine	2014-S03	01-AIN_2014-S03	1	13	3.3044	31.1191	north	north
AIN_14_200	01-AIN	Aina	120120	207209	121133	157157	191200	109109	173173	126130	143147	167173	111121	Albert Nile	2014	M	24	0	6/25/14	3.305	31.11852	Riverine	2014-S03	01-AIN_2014-S03	1	14	3.3044	31.1191	north	north
AIN_14_285	01-AIN	Aina	120130	209209	121133	157160	191200	106112	167167	122122	115143	161164	123125	Albert Nile	2014	F	21	0	6/25/14	3.30373	31.1201	Riverine	2014-S03	01-AIN_2014-S03	1	15	3.3044	31.1191	north	north
AIN_14_289	01-AIN	Aina	130130	207209	121142	157163	200200	97106	158173	130130	137151	173173	111111	Albert Nile	2014	F	22	0	6/25/14	3.30408	31.11979	Riverine	2014-S03	01-AIN_2014-S03	1	16	3.3044	31.1191	nogroup	north
AIN_14_321	01-AIN	Aina	132132	209211	118133	157160	200200	106112	167173	122122	109115	164167	111121	Albert Nile	2014	F	23	0	6/25/14	3.30437	31.11903	Riverine	2014-S03	01-AIN_2014-S03	1	17	3.3044	31.1191	north	north
AIN_14_347	01-AIN	Aina	130134	209211	121142	157157	200200	97109	167173	122122	127141	158167	109125	Albert Nile	2014	F	21	0	6/25/14	3.30373	31.1201	Riverine	2014-S03	01-AIN_2014-S03	1	18	3.3044	31.1191	north	north
AIN_14_364	01-AIN	Aina	130130	205207	130136	157160	194194	109109	164173	122130	141141	161167	109109	Albert Nile	2014	M	22	0	6/25/14	3.30408	31.11979	Riverine	2014-S03	01-AIN_2014-S03	1	19	3.3044	31.1191	north	north
GAN_14_085	02-GAN	Gangu	130134	207211	118124	157157	194200	109109	167167	122130	115115	158158	111121	Albert Nile	2014	F	1	0.0175	6/23/14	3.25163	31.12119	Riverine	2014-S03	02-GAN_2014-S03	2	20	3.2521	31.1231	north	north
GAN_14_101	02-GAN	Gangu	130136	207209	133133	157157	191194	109109	167167	126130	115127	158167	109121	Albert Nile	2014	M	12	0.0175	6/23/14	3.25321	31.12496	Riverine	2014-S03	02-GAN_2014-S03	2	21	3.2521	31.1231	north	north
GAN_14_112	02-GAN	Gangu	130130	211211	121133	157157	194203	106106	158167	122122	115115	164167	125125	Albert Nile	2014	F	8	0.0175	6/23/14	3.25087	31.12206	Riverine	2014-S03	02-GAN_2014-S03	2	22	3.2521	31.1231	north	north
GAN_14_136	02-GAN	Gangu	134134	207209	127133	157163	191191	97106	164173	122130	127127	161167	111127	Albert Nile	2014	F	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	23	3.2521	31.1231	nogroup	north
GAN_14_138	02-GAN	Gangu	116116	207211	133133	157157	191194	109109	158173	126126	141145	161161	123123	Albert Nile	2014	M	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	24	3.2521	31.1231	north	north
GAN_14_140	02-GAN	Gangu	130130	209209	127133	160163	200203	109109	173173	126126	115115	158161	123125	Albert Nile	2014	M	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	25	3.2521	31.1231	north	north
GAN_14_143	02-GAN	Gangu	130130	207211	121133	157157	200203	109109	158173	130130	127127	167167	109133	Albert Nile	2014	M	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	26	3.2521	31.1231	north	north
GAN_14_146	02-GAN	Gangu	130130	207209	130133	157163	191200	109109	164173	126126	127127	161161	109129	Albert Nile	2014	F	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	27	3.2521	31.1231	north	north
GAN_14_148	02-GAN	Gangu	130130	209211	127142	157163	191191	106106	158167	122126	129149	161164	109111	Albert Nile	2014	F	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	28	3.2521	31.1231	north	north
GAN_14_149	02-GAN	Gangu	116130	207209	121139	157157	191194	106106	167167	122122	109127	161164	125125	Albert Nile	2014	F	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	29	3.2521	31.1231	north	north
GAN_14_250	02-GAN	Gangu	130130	207207	142142	157160	191203	106106	167173	122122	115115	167167	111125	Albert Nile	2014	M	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	30	3.2521	31.1231	nogroup	north
GAN_14_252	02-GAN	Gangu	128132	209211	121142	160160	191200	109109	173173	122130	115115	161167	109111	Albert Nile	2014	F	9	0.0175	6/23/14	3.25238	31.12398	Riverine	2014-S03	02-GAN_2014-S03	2	31	3.2521	31.1231	north	north
GAN_14_262	02-GAN	Gangu	128132	209209	121133	157157	0	109109	173173	122126	109127	0	109109	Albert Nile	2014	F	8	0.0175	6/23/14	3.25087	31.12206	Riverine	2014-S03	02-GAN_2014-S03	2	32	3.2521	31.1231	north	north
GAN_14_263	02-GAN	Gangu	130142	207211	121121	160160	200203	106112	158173	122126	115123	161167	109123	Albert Nile	2014	M	8	0.0175	6/23/14	3.25087	31.12206	Riverine	2014-S03	02-GAN_2014-S03	2	33	3.2521	31.1231	north	north
GAN_14_264	02-GAN	Gangu	116122	207209	121133	157157	191203	106112	164173	126126	125129	164167	111111	Albert Nile	2014	F	8	0.0175	6/23/14	3.25087	31.12206	Riverine	2014-S03	02-GAN_2014-S03	2	34	3.2521	31.1231	north	north
GAN_14_272	02-GAN	Gangu	116130	209211	133133	157157	191191	109109	173173	126126	147151	164167	111133	Albert Nile	2014	F	10	0.0175	6/23/14	3.25271	31.1243	Riverine	2014-S03	02-GAN_2014-S03	2	35	3.2521	31.1231	north	north
GAN_14_279	02-GAN	Gangu	116158	207209	121121	157163	191203	106106	167167	126126	115115	158167	109111	Albert Nile	2014	F	7	0.0175	6/23/14	3.25222	31.12092	Riverine	2014-S03	02-GAN_2014-S03	2	36	3.2521	31.1231	north	north
GAN_14_281	02-GAN	Gangu	130130	209211	121121	157160	194200	106109	167167	122126	109137	158161	123123	Albert Nile	2014	M	6	0.0175	6/23/14	3.25253	31.12079	Riverine	2014-S03	02-GAN_2014-S03	2	37	3.2521	31.1231	north	north
GAN_14_428	02-GAN	Gangu	120128	209211	121127	157157	191194	109109	167173	122122	115115	164167	109111	Albert Nile	2014	F	6	0.0175	6/23/14	3.25253	31.12079	Riverine	2014-S03	02-GAN_2014-S03	2	38	3.2521	31.1231	north	north
GAN_14_438	02-GAN	Gangu	128162	207209	121136	157160	194203	106112	167173	122122	115115	164167	109109	Albert Nile	2014	F	11	0.0175	6/23/14	3.25291	31.12469	Riverine	2014-S03	02-GAN_2014-S03	2	39	3.2521	31.1231	north	north
DUK_14_001	03-DUK	Duku	130134	207211	133142	157157	194206	106112	167173	126130	143147	164170	111111	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	40	3.2671	31.1352	north	north
DUK_14_002	03-DUK	Duku	116136	209209	127133	157163	194203	109109	173173	122130	127127	161161	123125	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	41	3.2671	31.1352	north	north
DUK_14_003	03-DUK	Duku	122130	207209	133139	157157	194194	94106	167173	122126	121147	161167	111125	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	42	3.2671	31.1352	north	north
DUK_14_004	03-DUK	Duku	120142	207207	133133	157160	194203	109112	173173	122126	115115	164173	111111	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	43	3.2671	31.1352	north	north
DUK_14_005	03-DUK	Duku	134158	209211	133142	157163	203203	109109	167173	122130	109131	161167	109121	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	44	3.2671	31.1352	north	north
DUK_14_006	03-DUK	Duku	116128	211211	133133	157157	197197	106106	164173	122126	109109	158158	109121	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	45	3.2671	31.1352	north	north
DUK_14_007	03-DUK	Duku	116132	207211	127142	157163	194206	109109	158173	122126	115115	173173	109131	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	46	3.2671	31.1352	north	north
DUK_14_008	03-DUK	Duku	116130	209209	121133	157163	194197	97109	173173	122122	115115	161173	111111	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	47	3.2671	31.1352	north	north
DUK_14_009	03-DUK	Duku	130130	207209	121127	157157	197203	106106	158173	126126	115115	161173	109109	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	48	3.2671	31.1352	nogroup	north
DUK_14_010	03-DUK	Duku	116144	209211	121133	160163	194197	109112	173173	122122	115131	161173	109121	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	49	3.2671	31.1352	north	north
DUK_14_011	03-DUK	Duku	120128	211211	133142	157157	194194	106112	173173	130130	115127	158161	109123	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	50	3.2671	31.1352	north	north
DUK_14_012	03-DUK	Duku	116134	209211	136142	157163	194203	109109	164173	130130	109109	161167	111125	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	51	3.2671	31.1352	north	north
DUK_14_013	03-DUK	Duku	130130	207211	0	157160	194203	109109	167173	130130	115115	164164	109109	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	52	3.2671	31.1352	north	north
DUK_14_014	03-DUK	Duku	116128	209211	133133	157157	194197	109109	173173	122126	115115	158161	123123	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	53	3.2671	31.1352	north	north
DUK_14_015	03-DUK	Duku	122130	209211	121133	157157	197206	109109	173173	130130	115115	158158	109129	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	54	3.2671	31.1352	north	north
DUK_14_016	03-DUK	Duku	122134	207211	133142	157157	194197	106106	167167	122122	141147	167167	111133	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	55	3.2671	31.1352	nogroup	north
DUK_14_047	03-DUK	Duku	130130	207209	121133	157157	203206	109112	167173	122122	115115	167167	111111	Albert Nile	2014	F	19	0.023	6/23/14	3.26633	31.13503	Riverine	2014-S03	03-DUK_2014-S03	3	56	3.2671	31.1352	north	north
DUK_14_048	03-DUK	Duku	116128	209211	121139	157157	194203	106112	167167	126130	115115	161167	125125	Albert Nile	2014	M	19	0.023	6/23/14	3.26633	31.13503	Riverine	2014-S03	03-DUK_2014-S03	3	57	3.2671	31.1352	north	north
DUK_14_049	03-DUK	Duku	130130	207211	133133	157160	197206	109112	164173	122126	115115	158167	123123	Albert Nile	2014	M	19	0.023	6/23/14	3.26633	31.13503	Riverine	2014-S03	03-DUK_2014-S03	3	58	3.2671	31.1352	north	north
DUK_14_387	03-DUK	Duku	130130	209211	121133	157157	197203	109112	167173	126126	117117	158167	111123	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	59	3.2671	31.1352	north	north
DUK_14_388	03-DUK	Duku	130130	211211	121127	160160	194206	109109	173173	122122	109109	158158	129129	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	60	3.2671	31.1352	north	north
DUK_14_389	03-DUK	Duku	130130	209211	127133	157160	194197	109109	173173	122130	125125	161161	111111	Albert Nile	2014	F	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	61	3.2671	31.1352	north	north
DUK_14_390	03-DUK	Duku	128132	209209	121133	160160	194203	109109	173173	130130	131131	161173	111121	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	62	3.2671	31.1352	north	north
DUK_14_391	03-DUK	Duku	130130	209209	127133	157157	194197	106106	173173	122130	117127	161173	117129	Albert Nile	2014	M	20	0.023	6/24/14	3.26727	31.13529	Riverine	2014-S03	03-DUK_2014-S03	3	63	3.2671	31.1352	north	north
DUK_14_411	03-DUK	Duku	116130	209211	133142	157157	203206	106106	158173	126130	109129	158158	109111	Albert Nile	2014	M	19	0.023	6/23/14	3.26633	31.13503	Riverine	2014-S03	03-DUK_2014-S03	3	64	3.2671	31.1352	north	north
OM1_2008	04-OM	Omugo	116130	209211	133139	157163	191203	106109	173173	122126	115115	161167	115123	Albert Nile	2008	F			8-Jan	3.2675	31.1431		2008-S01	04-OM_2008-S01	4	65	3.2675	31.1431	north	north
OM10_2008	04-OM	Omugo	120130	207211	121133	157163	191194	106109	158164	126126	115151	158164	123123	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	66	3.2675	31.1431	north	north
OM11_2008	04-OM	Omugo	130130	209211	121121	157163	191194	97109	167173	126130	115137	158167	109109	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	67	3.2675	31.1431	north	north
OM14_2008	04-OM	Omugo	130142	209209	136142	157157	197200	106106	164167	122126	115127	158167	111121	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	68	3.2675	31.1431	north	north
OM16_2008	04-OM	Omugo	130142	209211	133133	157157	194200	106109	164167	122130	109109	161167	111133	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	69	3.2675	31.1431	north	north
OM2_2008	04-OM	Omugo	116116	211211	133133	157157	191191	106109	167173	126130	115127	158164	111111	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	70	3.2675	31.1431	north	north
OM21_2008	04-OM	Omugo	132132	211211	127133	157157	200203	106106	164173	126126	109115	158173	111123	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	71	3.2675	31.1431	north	north
OM22_2008	04-OM	Omugo	130132	207209	133142	163163	191191	106109	173173	122126	115141	167173	111129	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	72	3.2675	31.1431	north	north
OM3_2008	04-OM	Omugo	130134	209209	133142	157157	203203	106109	167173	122130	115147	164164	123123	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	73	3.2675	31.1431	north	north
OM4_2008	04-OM	Omugo	130134	209209	136142	157163	191191	106109	164173	122130	115151	173173	111131	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	74	3.2675	31.1431	north	north
OM5_2008	04-OM	Omugo	130146	207211	127130	157157	194194	106109	173173	122126	127129	161164	111121	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	75	3.2675	31.1431	north	north
OM6_2008	04-OM	Omugo	120130	211211	121133	157163	191191	103103	173173	122126	115151	161164	109123	Albert Nile	2008	M							2008-S01	04-OM_2008-S01	4	76	3.2675	31.1431	north	north
OM7_2008	04-OM	Omugo	122132	211211	130133	157157	191203	106109	158164	122126	143143	161161	111123	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	77	3.2675	31.1431	north	north
OM8_2008	04-OM	Omugo	122130	209211	133133	157163	191194	106109	158173	122126	109127	164167	123123	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	78	3.2675	31.1431	north	north
OM9_2008	04-OM	Omugo	130136	207209	133136	157163	194203	106109	167173	126130	125127	158158	109125	Albert Nile	2008	F							2008-S01	04-OM_2008-S01	4	79	3.2675	31.1431	north	north
BLA_15_001	05-BLA	Belameling	130130	207209	127133	157163	191194	106106	173173	122130	115115	164167	125125	Albert Nile	2015	M	11	0	5/5/15	3.60295	31.81356	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	80	3.479	31.5937	north	north
BLA_15_002	05-BLA	Belameling	130144	209211	127133	157157	194203	109109	149173	130130	115145	158170	109111	Albert Nile	2015	F	12	0	5/5/15	3.47872	31.59256	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	81	3.479	31.5937	north	north
BLA_15_003	05-BLA	Belameling	130130	207209	121145	157163	191194	109109	173173	126126	115127	161161	125125	Albert Nile	2015	F	13	0	5/5/15	3.47848	31.59291	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	82	3.479	31.5937	north	north
BLA_15_004	05-BLA	Belameling	120136	211211	121133	157157	191203	106133	149173	126126	127137	158158	111119	Albert Nile	2015	M	14	0	5/5/15	3.47821	31.59316	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	83	3.479	31.5937	north	north
BLA_15_005	05-BLA	Belameling	116130	209211	121133	157160	191200	109109	173173	130130	115127	161161	129129	Albert Nile	2015	M	15	0	5/5/15	3.47851	31.59405	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	84	3.479	31.5937	north	north
BLA_15_006	05-BLA	Belameling	130130	209211	121133	157157	191191	109109	173173	126126	115127	161164	109109	Albert Nile	2015	F	16	0	5/5/15	3.47888	31.59398	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	85	3.479	31.5937	north	north
BLA_15_007	05-BLA	Belameling	122130	209211	127133	157160	191203	109109	173173	126130	135143	158164	133133	Albert Nile	2015	M	17	0	5/5/15	3.47936	31.59395	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	86	3.479	31.5937	north	north
BLA_15_008	05-BLA	Belameling	116130	209211	127127	157160	194200	109109	173176	130130	115127	158161	123123	Albert Nile	2015	M	18	0	5/5/15	3.47936	31.59371	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	87	3.479	31.5937	north	north
BLA_15_009	05-BLA	Belameling	128142	211211	133139	157160	191191	109109	173173	126126	115115	158161	111111	Albert Nile	2015	M	19	0	5/5/15	3.47935	31.59432	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	88	3.479	31.5937	north	north
BLA_15_010	05-BLA	Belameling	116130	207211	133142	157160	191194	106106	173173	126130	117127	161167	111129	Albert Nile	2015	F	20	0	5/5/15	3.47881	31.59464	Bush and Shrub	2015-S02	05-BLA_2015-S02	5	89	3.479	31.5937	north	north
LEA_14_071	06-LEA	Lea	120130	209211	121133	157157	191194	109109	167173	126130	125125	161161	123125	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	90	3.5923	31.6065	north	north
LEA_14_072	06-LEA	Lea	122142	209211	133142	157157	191194	109109	149173	130130	115143	158161	123123	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	91	3.5923	31.6065	north	north
LEA_14_073	06-LEA	Lea	130130	209211	133142	157157	191194	109109	173173	130130	117137	167167	123123	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	92	3.5923	31.6065	north	north
LEA_14_074	06-LEA	Lea	116116	211211	121133	157160	191194	109109	167173	130130	115147	161161	111125	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	93	3.5923	31.6065	north	north
LEA_14_075	06-LEA	Lea	130130	209209	121142	157157	191203	106109	167173	130130	123141	161164	119119	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	94	3.5923	31.6065	nogroup	north
LEA_14_076	06-LEA	Lea	126142	209209	121133	157157	191203	109109	167173	130132	127141	164164	111129	Albert Nile	2014	M	19	0	6/18/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	95	3.5923	31.6065	north	north
LEA_14_134	06-LEA	Lea	126142	209211	121127	157163	191203	109109	173173	126126	109145	161167	119119	Albert Nile	2014	F	17	0	6/19/14	3.59282	31.60702	Riverine	2014-S03	06-LEA_2014-S03	6	96	3.5923	31.6065	north	north
LEA_14_144	06-LEA	Lea	130130	209211	133133	157157	191194	109109	158173	122130	115135	161164	115123	Albert Nile	2014	M	19	0	6/19/14	3.59219	31.60632	Riverine	2014-S03	06-LEA_2014-S03	6	97	3.5923	31.6065	north	north
OSG_14_085	07-OSG	Osugo	130130	207211	121133	157163	200203	97121	173173	126130	139147	155158	123123	Albert Nile	2014	M	19	0	8/1/14	3.21358	31.72593	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	98	3.211	31.7253	north	north
OSG_14_087	07-OSG	Osugo	116130	207211	133142	160160	194203	106121	167173	126130	139147	161164	121123	Albert Nile	2014	M	19	0	8/1/14	3.21358	31.72593	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	99	3.211	31.7253	north	north
OSG_14_089	07-OSG	Osugo	130130	205205	133142	157160	191194	97109	167173	130130	115115	161164	123123	Albert Nile	2014	F	19	0	8/1/14	3.21358	31.72593	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	100	3.211	31.7253	north	north
OSG_14_095	07-OSG	Osugo	130152	211211	121121	157157	194203	106109	167173	130130	109125	161164	123123	Albert Nile	2014	F	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	101	3.211	31.7253	north	north
OSG_14_096	07-OSG	Osugo	120144	209209	142142	157157	191203	106109	167173	122122	115115	161167	111123	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	102	3.211	31.7253	north	north
OSG_14_097	07-OSG	Osugo	122132	209211	133133	157160	194200	106109	173173	130130	125125	164164	123125	Albert Nile	2014	F	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	103	3.211	31.7253	north	north
OSG_14_098	07-OSG	Osugo	122130	209209	121133	157160	200203	106106	167173	126130	145149	164164	111111	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	104	3.211	31.7253	north	north
OSG_14_101	07-OSG	Osugo	120130	207207	133142	157157	194203	109109	173173	126130	115115	161173	109109	Albert Nile	2014	F	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	105	3.211	31.7253	north	north
OSG_14_102	07-OSG	Osugo	130130	207209	133145	157163	191203	97109	167167	126130	129129	164164	109109	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	106	3.211	31.7253	north	north
OSG_14_103	07-OSG	Osugo	132142	209209	133133	157163	191203	106121	173173	126130	115115	164173	109109	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	107	3.211	31.7253	north	north
OSG_14_104	07-OSG	Osugo	130144	211211	133142	157163	203203	103106	173173	130130	137139	164164	111125	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	108	3.211	31.7253	north	north
OSG_14_106	07-OSG	Osugo	130130	207209	133142	157163	194203	106106	167167	126126	137149	158173	109131	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	109	3.211	31.7253	nogroup	north
OSG_14_108	07-OSG	Osugo	122132	211211	133133	157157	200200	97109	167173	126130	147147	155164	111111	Albert Nile	2014	M	20	0	8/1/14	3.21355	31.72608	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	110	3.211	31.7253	north	north
OSG_14_112	07-OSG	Osugo	132132	209211	142142	163163	200203	103121	167173	126130	0	164164	109109	Albert Nile	2014	F	17	0	8/1/14	3.18812	3171931	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	111	3.211	31.7253	north	north
OSG_14_158	07-OSG	Osugo	130130	209211	133142	157157	191203	103106	167173	126126	109109	158164	109109	Albert Nile	2014	F	19	0	8/2/14	3.21358	31.71593	Bush and Shrub	2014-S03	07-OSG_2014-S03	7	112	3.211	31.7253	north	north
