"Var1","Var2","CSEdistance","lat1","long1","lat2","long2","Pop1_cluster","Pop2_cluster","pix_dist","BIO1_mean","BIO2_mean","BIO3_mean","BIO4_mean","BIO5_mean","BIO6_mean","BIO7_mean","BIO8S_mean","BIO9S_mean","BIO10S_mean","BIO11S_mean","BIO12_mean","BIO13_mean","BIO14_mean","BIO15_mean","BIO16S_mean","BIO17S_mean","BIO18S_mean","BIO19S_mean","alt_mean","slope_mean","riv_3km_mean","samp_20km_mean","lakes_mean","BIO1_median","BIO2_median","BIO3_median","BIO4_median","BIO5_median","BIO6_median","BIO7_median","BIO8S_median","BIO9S_median","BIO10S_median","BIO11S_median","BIO12_median","BIO13_median","BIO14_median","BIO15_median","BIO16S_median","BIO17S_median","BIO18S_median","BIO19S_median","alt_median","slope_median","riv_3km_median","samp_20km_median","lakes_median","BIO1_mode","BIO2_mode","BIO3_mode","BIO4_mode","BIO5_mode","BIO6_mode","BIO7_mode","BIO8S_mode","BIO9S_mode","BIO10S_mode","BIO11S_mode","BIO12_mode","BIO13_mode","BIO14_mode","BIO15_mode","BIO16S_mode","BIO17S_mode","BIO18S_mode","BIO19S_mode","alt_mode","slope_mode","riv_3km_mode","samp_20km_mode","lakes_mode"
"17-LAG","24-KIL",0.36266926586719,3.4407,32.8529,2.7403,32.9502,"north","north",97,2970.51296965609,90.8343348552271,64.0703494278426,1532.69617202601,3055.63401810164,2913.35394601724,142.280069252879,69.0578466985643,136.662371448635,202.427833950397,128.588488313341,1312.10824742268,281.087627607523,7.70790384725197,76.7068340655455,2980.20505547278,2954.45963625564,2965.47507248711,2955.45276508135,1007.13837173305,1.27498768162482,1.41134310294906e-12,1.51055772450871e-11,0,2970.34716796875,90.8888854980469,64.1545181274414,1532.25,3055.83325195312,2913,142.16667175293,65.7222213745117,130.25,189.33332824707,122.583335876465,1251,267.666656494141,7.33333349227905,76.6812515258789,2980.36108398438,2954.16674804688,2965.08325195312,2955.16674804688,1010.61987304688,1.29223573207855,1.07459668333837e-12,1.44012093916679e-11,0,2968.86108398438,90.9444427490234,64.6367950439453,1475.50085449219,3055.66674804688,2912.16674804688,141.16667175293,66.4722213745117,125.916664123535,254,161.41667175293,1249,276.166656494141,6.83333349227905,77.1440048217773,2981.38891601562,2953.08325195312,2964.25,2954.75,1020.39611816406,1.64746046066284,4.17896229773507e-12,1.91275779937161e-11,0
"18-BOL","24-KIL",0.281946110267056,3.2934,32.7822,2.7403,32.9502,"north","north",89,2971.30672291959,90.7910427136368,63.7725928231571,1565.74539698912,3056.97565725948,2914.11611492714,142.859550733245,66.2081775022357,131.418539154396,196.039325499802,123.495318123464,1273.12172193206,275.541197701786,7.25842697164986,77.1279099710872,2981.21972930565,2955.08989586991,2966.02621357093,2956.01685118943,997.302806382769,1.37128800421618,1.47295465481504e-12,1.76763130116199e-11,0,2970.48608398438,90.8333358764648,63.8265838623047,1557.51416015625,3056.5,2913.16674804688,142.83332824707,65.4166641235352,131.58332824707,195,123.333335876465,1268.83337402344,276,7.16666650772095,76.9899063110352,2980.66674804688,2954.16674804688,2965.08325195312,2955.08325195312,1017.71105957031,1.39503931999207,1.32655117359576e-12,1.53234525762658e-11,0,2973.1943359375,90.8611145019531,63.1465072631836,1485.31298828125,3058.5,2912.16674804688,142.83332824707,72,139.33332824707,186.33332824707,131.25,1279.83337402344,276.5,7,80.1030197143555,2980.13891601562,2953.16674804688,2968.25,2954.16674804688,922.934448242188,1.37616062164307,2.96685484339754e-12,2.73365600989006e-11,0
"02-GAN","24-KIL",0.378641879099117,3.2521,31.1231,2.7403,32.9502,"north","north",283,2976.49089778186,89.1068416096718,62.8183724501108,1588.83944863902,3062.97938090078,2920.3474664587,142.631919779963,75.1243620154714,140.660482992974,228.97614797855,136.470258975619,1423.75147347063,336.468787041654,7.72497055977056,81.1465580269642,2985.5483924677,2961.87279065675,2972.47557299718,2962.08893706521,872.926112953429,1.75504731689662,2.53465497838454e-12,7.84231992002383e-12,0,2975.26391601562,89.6388854980469,62.9297180175781,1580.31408691406,3061.66674804688,2919,143,75.0555572509766,137.91667175293,221.25,134,1405.5,323.333343505859,7.83333349227905,79.8392562866211,2984.3056640625,2960.58325195312,2971,2960.91674804688,889.867797851562,1.66461968421936,2.14078429462694e-12,7.86413816011855e-12,0,2970.65283203125,90.3611145019531,62.7240676879883,1566.37817382812,3058.16674804688,2913.66674804688,143.16667175293,69.5555572509766,143.25,311.416656494141,136.33332824707,1501.33337402344,323.333343505859,6.5,90.2869720458984,2981.86108398438,2965.75,2965.66674804688,2966.25,890.767028808594,2.1728720664978,4.88191041411734e-12,1.72938070114315e-11,0
"19-KTC","24-KIL",0.306952020250786,3.2823,32.8232,2.7403,32.9502,"north","north",82,2970.92979170636,90.8053862408894,63.7873557486185,1565.72088325314,3056.52032917302,2913.6809052258,142.839431204447,66.1429535935565,131.669714857892,195.329267734435,123.774390429985,1273.56097709842,274.473575685082,7.27845529230629,76.9459244332662,2980.86415658346,2954.66158238853,2965.61280487805,2955.6178990806,1005.69177543826,1.30761757202265,1.31004725898992e-12,1.64155437210857e-11,0,2970.61804199219,90.8333358764648,63.8621120452881,1558.87719726562,3056.33325195312,2913.16674804688,142.66667175293,65.5416679382324,130.333335876465,191.875,122.875,1263.41668701172,271.333343505859,7.16666650772095,76.6298179626465,2980.58325195312,2954.16674804688,2965.25,2955.16674804688,1013.28955078125,1.34326928853989,1.05152139166093e-12,1.34193511337755e-11,0,2971.125,90.8611145019531,63.1465072631836,1491.89526367188,3055.66674804688,2913.16674804688,142.83332824707,64.4722213745117,130,186.75,120.25,1267.33337402344,259,7.16666650772095,77.8190994262695,2980.25,2956.08325195312,2966.25,2953.75,914.275939941406,1.81355237960815,3.72665266701322e-12,2.74272566463951e-11,0
"01-AIN","25-CHU",0.375643524844116,3.3044,31.1191,2.6069,32.9379,"north","north",303,2973.26292011525,88.9231757739983,62.7957432183495,1590.08069492252,3059.58524939408,2917.19086962407,142.394389338226,76.7479832211737,139.90539039637,231.240373718463,136.366886403301,1444.93124500438,340.869636510465,7.94554455760289,80.977383503426,2982.26769254074,2958.89383830961,2969.2158960525,2959.07865517997,929.460230257645,2.05192858772506,2.17147155402398e-12,6.42108178869117e-12,0,2970.84716796875,89.5277786254883,62.8551788330078,1580.43395996094,3057.33325195312,2914.5,142.33332824707,77.3611145019531,137.25,220.5,131.91667175293,1427.5,326,8,79.5325927734375,2979.9443359375,2956,2966,2956.33325195312,992.370788574219,1.66101932525635,1.94428652865175e-12,5.31455175006856e-12,0,2971.86108398438,90.0833358764648,62.2536163330078,1572.63293457031,3055.83325195312,2914.83325195312,142.33332824707,71.4444427490234,141.58332824707,230.5,134.16667175293,1401.83337402344,311.166656494141,8.16666698455811,92.0778121948242,2983.25,2954.91674804688,2966.41674804688,2957.16674804688,911.13720703125,2.35516977310181,5.17939163779957e-12,1.71697933648574e-11,0
"14-OKS","25-CHU",0.313356964881416,3.2599,32.2241,2.6069,32.9379,"north","north",166,2972.66005624059,90.1852412855769,63.1179142687694,1596.30905849962,3059.4427637307,2915.9387633542,143.504016278738,72.9548189783671,138.126004092665,218.143573715026,131.248493470341,1389.76004506306,315.28313234628,7.49497992446624,79.0194555994976,2982.41984686794,2957.15963561276,2967.46536291651,2957.71837790616,963.655883053699,1.81621613954923,3.06835903540713e-12,8.27947920595780e-12,0,2972.07629394531,90.25,63.1523571014404,1606.42803955078,3058.91662597656,2915.16674804688,143.5,67.7638893127441,131.083335876465,209.125,124.916667938232,1305.08331298828,299.91667175293,7,78.957576751709,2982.15283203125,2956.54162597656,2966.83325195312,2957.04162597656,971.882537841797,1.70150136947632,3.15790286715273e-12,7.50124441728506e-12,0,2971.59716796875,90.25,63.429084777832,1627.35632324219,3057.83325195312,2915.66674804688,143.83332824707,95.4166641235352,133.41667175293,199.75,125,1786.66662597656,268.833343505859,6,81.0276184082031,2982.1943359375,2956,2964.5,2957.16674804688,763.904174804688,1.79713916778564,6.01442810485575e-12,9.29230910967638e-12,0
"17-LAG","25-CHU",0.372461087981736,3.4407,32.8529,2.6069,32.9379,"north","north",111,2970.81319503097,90.7570062585779,63.8400524586171,1554.38918325063,3056.24323444538,2913.57207867047,142.671171171171,67.4469468743952,133.885885840064,199.915915686805,126.054054672654,1292.75375668637,278.845345162057,7.46696701135721,77.0322805868613,2980.64966040259,2954.69144803984,2965.56831978463,2955.66292757601,1005.63464245495,1.31739852664707,1.44489228780333e-12,1.56089210156934e-11,0,2970.88891601562,90.8611145019531,63.8548164367676,1558.76733398438,3056.5,2913.5,142.83332824707,64.5555572509766,128.25,188.58332824707,120.5,1240,266.333343505859,7.16666650772095,76.9222640991211,2980.83325195312,2954.58325195312,2965.33325195312,2955.58325195312,1010.92395019531,1.32985711097717,1.16581429839696e-12,1.53629400867494e-11,0,2971.34716796875,90.8888854980469,64.6367950439453,1475.50085449219,3056.33325195312,2912.66674804688,142.83332824707,64.6944427490234,169.66667175293,184.75,161.41667175293,1240,254.33332824707,6.83333349227905,77.1440048217773,2980.97216796875,2953.5,2964.41674804688,2956.25,1020.39611816406,1.64746046066284,4.17896229773507e-12,1.91275779937161e-11,0
"22-OMI","25-CHU",0.280151234131176,3.0113,32.7323,2.6069,32.9379,"north","north",75,2971.43118815104,90.4050001017253,62.9790363566081,1635.14153808594,3057.99998697917,2913.96224609375,144.037778320312,66.9533335367839,130.503333435059,200.158889770508,122.762221984863,1304.55111979167,287.075555013021,7.11999998728434,77.8088473510742,2981.77001302083,2955.1133203125,2965.51334635417,2955.92555013021,1006.58887451172,1.40974845806758,1.78641423991451e-12,1.37627791686283e-11,0,2971.23608398438,90.4444427490234,63.0125274658203,1638.71887207031,3057.83325195312,2913.5,144,66.0277786254883,128.41667175293,197.16667175293,120.833335876465,1283.16662597656,282.5,7,77.6058959960938,2981.5556640625,2954.75,2965.16674804688,2955.5,1017.19396972656,1.42650473117828,6.36383469792418e-13,1.36916337642456e-11,0,2971.47216796875,90.4722213745117,63.1373405456543,1578.2294921875,3056.83325195312,2914,143.66667175293,63.5555572509766,127.583335876465,184,125.083335876465,1314.66662597656,281.5,6.66666650772095,77.7196426391602,2983.52783203125,2954.75,2965.66674804688,2958.33325195312,955.869567871094,1.57985305786133,2.35708127278508e-13,1.63810857239932e-11,0
"20-TUM","25-CHU",0.274641614241225,3.2421,32.7608,2.6069,32.9379,"north","north",99,2972.11349826389,90.682098928124,63.4517394942467,1595.0387234158,3058.1767652107,2914.77441652857,143.402357313368,62.4172276583585,125.022727195663,189.435185442067,117.542929447058,1219.2154923256,267.282827820441,6.75589229121353,77.5740300958807,2982.22448360559,2955.79546440972,2966.55808327415,2956.69696969697,988.618604871962,1.37711661692822,1.5131991340458e-12,1.72078513580621e-11,0,2971.63891601562,90.7222213745117,63.5435371398926,1590.37524414062,3057.66674804688,2914.16674804688,143.16667175293,62.5555572509766,125.083335876465,187.75,117.5,1212,266.333343505859,6.83333349227905,77.5786743164062,2981.77783203125,2955.25,2966.08325195312,2956.16674804688,998.86376953125,1.36556506156921,7.83066862221349e-13,1.52730484509478e-11,0,2972,90.8333358764648,64.0853729248047,1512.99523925781,3057.5,2914.16674804688,143.16667175293,62.8333320617676,122.333335876465,178.08332824707,116.166664123535,1177,259.833343505859,6.83333349227905,78.7567520141602,2981.63891601562,2955.25,2966.08325195312,2956.16674804688,901.317626953125,1.98079669475555,3.97930126350143e-12,2.74465727923001e-11,0
"02-GAN","25-CHU",0.370307265954383,3.2521,31.1231,2.6069,32.9379,"north","north",297,2973.28932143703,88.9508044567172,62.8091794408933,1590.42421529751,3059.60324435764,2917.19416577888,142.409090703585,76.6152265400999,139.496633073698,230.210437196674,135.881312925808,1441.87654622396,339.471941244723,7.96689113623365,80.844334997312,2982.30761143334,2958.93181571575,2969.18995373658,2959.11924584386,930.152911356403,2.1115923503834,2.18338231510341e-12,6.46805462633644e-12,0,2970.90283203125,89.5555572509766,62.8691520690918,1580.45483398438,3057.5,2914.5,142.33332824707,76.8333358764648,136.5,219.58332824707,131.66667175293,1416.66662597656,324.5,8,79.4172515869141,2980.36108398438,2956.08325195312,2965.91674804688,2956.41674804688,993.184509277344,1.68116331100464,1.77557740645845e-12,5.42869482006436e-12,0,2970.84716796875,90.0833358764648,62.2536163330078,1572.63293457031,3055.83325195312,2914.83325195312,142.33332824707,79.9722213745117,154.16667175293,230.5,130.08332824707,1401.83337402344,368.833343505859,8.16666698455811,90.2869720458984,2980.6943359375,2954.91674804688,2966.41674804688,2957.16674804688,890.767028808594,2.1728720664978,4.88191041411734e-12,1.72938070114315e-11,0
"24-KIL","25-CHU",0.220817092294291,2.7403,32.9502,2.6069,32.9379,"north","north",19,2970.87718441612,90.3640345523232,62.6399240995708,1671.41880396793,3057.71050061678,2913.0263671875,144.684210526316,60.9926898353978,121.872807151393,189.219297710218,114.859648453562,1220.04385536595,268.95613580001,6.6666666833978,78.1107141595138,2981.56580232319,2954.21050061678,2964.45615748355,2955.14036800987,1028.19651714124,1.46920194751338,1.49470511508753e-12,1.48510144697207e-11,0,2970.86108398438,90.3888854980469,62.6545715332031,1666.44409179688,3057.5,2913.16674804688,144.66667175293,60.8333320617676,122.416664123535,187.58332824707,113.916664123535,1225.5,267.166656494141,6.5,78.5098342895508,2981.5,2954.25,2964.41674804688,2955.08325195312,1028.70068359375,1.41039037704468,1.24434544699487e-12,1.49218640915771e-11,0,2972,90.3888854980469,62.834587097168,1659.89050292969,3057.83325195312,2913.16674804688,144.5,59.5,119.333335876465,202.83332824707,111.916664123535,1183,258.833343505859,6.5,77.772331237793,2981.13891601562,2954.33325195312,2964.16674804688,2956.25,1021.62268066406,1.41039037704468,2.44702543818198e-12,1.32515430920077e-11,0
"03-DUK","25-CHU",0.387762687347525,3.2671,31.1352,2.6069,32.9379,"north","north",297,2973.26091481218,88.9659092450383,62.80915633436,1590.01685145728,3059.59987735427,2917.16722892992,142.432659778531,76.4482792427243,138.945847353951,229.236812501644,135.292367774629,1437.13187621659,337.864758372708,7.9573512912198,80.7721395781546,2982.28105024858,2958.8964621804,2969.16582244976,2959.08613889546,930.676197193287,2.09395304573104,2.11306614473714e-12,6.39655838230796e-12,0,2970.90283203125,89.5555572509766,62.8691520690918,1582.59509277344,3057.5,2914.5,142.33332824707,76.5833358764648,136.5,220.5,131.83332824707,1418,325.166656494141,8,79.4172515869141,2980.1943359375,2956.08325195312,2965.91674804688,2956.41674804688,993.184509277344,1.67849493026733,1.82880923946249e-12,5.40640882756849e-12,0,2970.84716796875,90.0833358764648,62.2536163330078,1572.63293457031,3055.83325195312,2914.83325195312,142.33332824707,71.4444427490234,154.16667175293,230.5,123.5,1405.16662597656,308.333343505859,8.16666698455811,91.836181640625,2979.22216796875,2954.91674804688,2966.41674804688,2957.16674804688,892.012329101562,3.16643333435059,4.51319233721326e-12,1.73607100917295e-11,0
"12-OLO","25-CHU",0.35547431681327,3.4016,32.011,2.6069,32.9379,"north","north",208,2974.60176321176,90.0506146871127,63.0875029747303,1585.66145559458,3061.46714078463,2918.06651658278,143.400640927828,75.0190968696888,141.079727649689,223.056890340952,134.179085914905,1416.50240795429,323.191505725567,7.69791667277996,79.3196626076331,2984.14649846004,2959.30569105882,2969.76202157828,2959.78766456017,921.353541447566,1.80850463159955,2.86674009004087e-12,9.09449091472536e-12,0,2972.45825195312,90.2222213745117,63.0676593780518,1567.82153320312,3059.16674804688,2915.83325195312,143.33332824707,69.625,136.041664123535,215.16667175293,128.875,1360.08331298828,313.5,7.16666650772095,79.2267074584961,2982.43054199219,2956.95837402344,2967.41674804688,2957.41674804688,956.370025634766,1.64709365367889,2.9085781092647e-12,8.34711987030001e-12,0,2971.59716796875,90.25,63.429084777832,1513.90051269531,3057.83325195312,2915.66674804688,143.83332824707,68.7222213745117,134.58332824707,210.08332824707,159.33332824707,1467.5,306.666656494141,6,80.2853927612305,2982.1943359375,2956,2966,2955.83325195312,656.098754882812,1.15770208835602,3.00494720252564e-12,1.47187418503281e-11,0
"08-MY","25-CHU",0.333562968525708,3.6828,31.727,2.6069,32.9379,"north","north",275,2975.48234996449,89.6869194724343,63.0467747358842,1571.95203346946,3062.28606178977,2919.31879794034,142.967272949219,77.6199997641824,150.057272921475,241.20393943093,143.935757085627,1484.19757768111,349.015151145241,7.68000002427535,81.2811287619851,2984.70787642045,2960.41788352273,2971.25061434659,2960.80303355824,890.704568758878,2.46877374686978,2.49591311945311e-12,9.65558361169668e-12,0,2972.6806640625,90.0277786254883,63.0399551391602,1559.38000488281,3059.5,2916,143,75.7222213745117,141.83332824707,228.25,136.08332824707,1402.83337402344,332,7.33333349227905,80.1022415161133,2982.66674804688,2957.25,2967.83325195312,2957.83325195312,947.974060058594,1.73729085922241,2.61216916153106e-12,1.04918062085457e-11,0,2971.59716796875,90.25,62.5769500732422,1534.23937988281,3076.66674804688,2915.16674804688,143,68.1388854980469,135.5,199.75,140.5,1667.5,347,7.33333349227905,85.0108642578125,2997.61108398438,2974.41674804688,2964.91674804688,2955.83325195312,934.170166015625,2.85585832595825,6.83840137294389e-13,1.22752424544514e-11,0
"10-PAG","25-CHU",0.360380223792296,3.3777,31.994,2.6069,32.9379,"north","north",207,2974.77975685009,90.0385803738654,63.0585560453111,1587.45107811085,3061.65941675159,2918.21578610922,143.44363956175,73.7360437181261,139.36111136911,220.605474573403,132.489130066213,1398.03220769173,319.760064313953,7.5531401058326,79.4284951030344,2984.33239215353,2959.48671143758,2969.92150348166,2959.96699619754,918.845963777551,1.7777859058933,2.91749029629762e-12,9.17246492544878e-12,0,2972.5,90.2222213745117,63.0399551391602,1567.93627929688,3059.33325195312,2915.83325195312,143.5,69.2777786254883,135.33332824707,214.58332824707,128.75,1345.66662597656,311.5,7.16666650772095,79.2965774536133,2982.47216796875,2957.25,2967.58325195312,2957.75,955.103881835938,1.64307260513306,2.87700874408714e-12,8.44309084452322e-12,0,2971.59716796875,90.25,63.429084777832,1558.02844238281,3057.83325195312,2915.66674804688,143.5,68.7222213745117,147.75,199.75,125,1397.83337402344,347,6,79.828742980957,2982.1943359375,2956,2964.5,2957.16674804688,683.763671875,2.05899000167847,2.11052963300373e-12,1.48470975097625e-11,0
"09-ORB","25-CHU",0.380172052999063,3.6922,31.7799,2.6069,32.9379,"north","north",271,2975.28210854618,89.7244262413785,63.0627914372405,1570.94273821278,3062.07687186491,2919.0897987056,142.987085208682,78.1782490212979,147.986162558693,237.138068674235,141.654673586912,1473.89668166945,343.057194783679,7.83025831841895,80.5627746300504,2984.52008709784,2960.20848978753,2971.02214652762,2960.59871389241,895.08955118665,2.22742376011896,2.54191572777612e-12,9.5149968873346e-12,0,2972.73608398438,90.0277786254883,63.0313034057617,1557.04943847656,3059.66674804688,2916.5,143,75.3888854980469,141,227.75,134.83332824707,1401,330.833343505859,7.33333349227905,80.0251159667969,2982.72216796875,2957.58325195312,2968,2958,947.625854492188,1.71625077724457,2.63042604191355e-12,1.02231174914369e-11,0,2971.59716796875,90.25,62.907958984375,1564.09240722656,3057.83325195312,2915,143,68.1388854980469,135.5,199.75,140.5,1819.83337402344,347,7.33333349227905,84.5902786254883,2997.61108398438,2974.41674804688,2966,2955.83325195312,927.709777832031,3.79273581504822,7.11139927869232e-14,1.25073345777493e-11,0
"15-NGO","25-CHU",0.367925216628248,3.6687,32.5914,2.6069,32.9379,"north","north",171,2970.41809153417,90.6737330475746,63.9498976768806,1519.83159864995,3055.85965626142,2913.4844121208,142.375243694462,70.3534764964678,139.685184902615,213.572612115514,132.075048926281,1346.57017686632,298.386939957825,7.57212476284183,78.3888854980469,2979.85998035453,2954.73733181424,2965.74707316795,2955.57504825704,995.288763748972,1.44981351024226,1.55772419418337e-12,1.67231751031734e-11,0,2970.375,90.7222213745117,64.2027053833008,1517.90734863281,3056.16674804688,2913.16674804688,142.16667175293,70.25,136.5,201.66667175293,128.66667175293,1321.33337402344,285.333343505859,7.5,77.9432373046875,2980.38891601562,2954.5,2965.33325195312,2955.33325195312,1009.79156494141,1.39520955085754,1.56112427672495e-12,1.49802809046307e-11,0,2969.91674804688,90.8611145019531,64.5124893188477,1415.34924316406,3053.66674804688,2913.16674804688,141.16667175293,79.9444427490234,127.916664123535,200.91667175293,143.5,1421.83337402344,256.5,7,80.1236572265625,2981.63891601562,2953.5,2964.33325195312,2955.16674804688,914.403991699219,2.32927513122559,3.04022779173962e-12,7.19986787203752e-12,0
"18-BOL","25-CHU",0.267423385298171,3.2934,32.7822,2.6069,32.9379,"north","north",103,2971.39030738016,90.7177725486385,63.5936311888463,1582.11015008723,3057.25242007357,2914.11004816444,143.142394723244,65.0833334691316,129.236245683096,193.995145927355,121.521035648087,1258.50809100994,273.389967390634,7.11165049469587,77.2951166838118,2981.41856132433,2955.12055569251,2965.93770384557,2956.04449285118,999.169934319061,1.42145223235621,1.53914867660928e-12,1.75394410682828e-11,0,2970.75,90.8055572509766,63.7580604553223,1569.66174316406,3057.16674804688,2913.16674804688,143,64.8333358764648,128.91667175293,193.08332824707,120.916664123535,1254.5,272.666656494141,7,77.1853408813477,2981.16674804688,2954.25,2965.16674804688,2955.16674804688,1015.70593261719,1.39626002311707,1.29286902364467e-12,1.53234525762658e-11,0,2970.0556640625,90.8611145019531,64.3258666992188,1485.31298828125,3057.33325195312,2913.16674804688,142.83332824707,72,139.33332824707,187.58332824707,131.25,1279.83337402344,256.5,7,80.1030197143555,2981.63891601562,2953.5,2964.33325195312,2955.16674804688,922.934448242188,1.37616062164307,2.96685484339754e-12,2.73365600989006e-11,0
"21-KT","25-CHU",0.380838478675876,3.1709,32.8049,2.6069,32.9379,"north","north",85,2971.42711971507,90.6647055233226,63.3494206596823,1606.10652717142,3057.54705595129,2913.95687040441,143.590196317785,62.2519606197582,124.919607543945,188.941176470588,117.292157161937,1220.34902056526,266.947057925954,6.76078436234418,77.5267426434685,2981.64020565257,2955.01470588235,2965.7450970818,2955.93431755515,1004.2040103688,1.32434493303299,1.08895705509866e-12,1.55561833533177e-11,0,2971.41674804688,90.6944427490234,63.4691696166992,1603.11694335938,3057.5,2914,143.33332824707,62.4444427490234,125.5,188.08332824707,117.833335876465,1223.16662597656,266.666656494141,6.83333349227905,77.5427398681641,2981.63891601562,2955.08325195312,2965.66674804688,2955.91674804688,1006.07470703125,1.33253312110901,5.27267899480544e-13,1.43655304665757e-11,0,2972,90.8888854980469,63.7804565429688,1542.01782226562,3057.5,2914.16674804688,143.16667175293,63.3611106872559,126,188.08332824707,121.833335876465,1182,265.666656494141,6.83333349227905,77.7428359985352,2981.63891601562,2955.25,2967.33325195312,2956.16674804688,916.192749023438,1.49525332450867,1.7814272192801e-12,2.61619129138246e-11,0
