"","Var1","Var2","resid_ibd","BIO1_mean","BIO2_mean","BIO3_mean","BIO4_mean","BIO5_mean","BIO6_mean","BIO7_mean","BIO8S_mean","BIO9S_mean","BIO10S_mean","BIO11S_mean","BIO12_mean","BIO13_mean","BIO14_mean","BIO15_mean","BIO16S_mean","BIO17S_mean","BIO18S_mean","BIO19S_mean","slope_mean","alt_mean","lakes_mean","riv_3km_mean"
"13","02-GAN","09-ORB",0.0246687437420116,2973.99080893151,86.827903575467,62.4672047321061,1570.38686468368,3059.12782138452,2919.19299224624,139.934837742856,85.4933168798461,170.600876772314,293.665413648562,171.922933019193,1679.67418791118,437.708018826363,7.68045116367197,89.048617198055,2982.01211341342,2959.99687389861,2972.31390243186,2959.81391528137,2.17208234259957,862.358982631138,0,3.05501697899964e-12
"14","07-OSG","09-ORB",0.0925833799175648,2977.15877403846,88.080769935021,62.7224914550781,1555.30872333233,3063.47179236779,2922.13591496394,141.335898061899,81.7055556077224,162.97820516733,267.902563946064,160.808974163349,1587.04614821214,390.743588491587,7.47435899147621,85.2345959003155,2985.35172776442,2963.16923452524,2974.83847280649,2963.10897686298,3.06536739010077,820.782081017127,0,9.71463602808525e-13
"15","03-DUK","09-ORB",-0.0621211849877372,2974.05350843326,86.8652029111404,62.4732342209927,1570.22486676357,3059.23772672905,2919.25840865734,139.979328835657,85.5663223858027,170.828810935797,293.585917273233,172.063954198083,1680.60594567587,437.441859282264,7.6692506878875,88.9926556727683,2982.0803184805,2960.04522657764,2972.37337807352,2959.86822273195,2.1683268519335,861.300447685774,0,2.9922303846551e-12
"16","01-AIN","10-PAG",-0.0388264938412021,2980.40272800611,87.3167873216712,62.3608300582222,1583.99480829654,3066.20290421196,2925.21884128736,140.984057882558,83.3929953865383,154.902897776728,266.973913839589,155.602174045729,1572.92463591202,396.089855691661,8.06956522568412,85.3162794693657,2988.62633109715,2966.44059103261,2978.15578719429,2966.28043478261,1.53270368096621,767.040484884511,0,2.67464659078475e-12
"17","03-DUK","10-PAG",0.0452660244219684,2981.06755183293,87.3205129509298,62.3272321326101,1586.48648984208,3066.92022652911,2925.84900424012,141.07122515817,83.9000476608929,156.227919423682,269.97507157285,156.995013897236,1585.51424466647,400.851851764907,8.18660966351501,85.6107740483732,2989.30461029314,2967.11752345419,2978.79059620393,2966.95442082332,1.71956017116706,756.169465937166,0,2.64024277627063e-12
"18","07-OSG","10-PAG",-0.00649363778159768,2981.70296377506,88.694182773806,62.6652693838443,1567.45303517468,3068.5503021816,2926.10062739534,142.449685150722,80.6242135965599,136.223270776137,227.204402131854,134.592767535516,1432.39307101268,328.411950453272,8.45283017068539,79.1433665437518,2990.15828604068,2967.73115050118,2978.69812702683,2967.69494859228,1.19972977998122,759.987486641362,0,1.54790746152043e-12
"19","08-MY","10-PAG",0.00480563499750156,2982.49729322351,88.4506845888884,62.6303019869155,1557.00004245924,3069.42512313179,2927.3212536798,142.103864808013,80.8921101888021,164.314009403837,278.800725079965,162.289854519609,1591.46135501585,401.338164398636,7.12077292843141,87.1049333655316,2990.83976944633,2968.15218452785,2979.9758442312,2968.17874985847,2.40240186761957,730.565104166667,0,1.40013902564992e-12
"20","09-ORB","10-PAG",0.0437563409883118,2977.35629507212,88.5591889601487,62.908760540302,1533.72015850361,3063.9487116887,2922.29999248798,141.648717557467,87.8764958308293,171.149999530499,282.934615384615,167.556409747784,1671.68718073918,409.258973106971,8.20256409278283,84.6077420748197,2985.61196664663,2963.12821138822,2974.9153921274,2963.17308067909,4.3029469036139,812.867747145433,0,1.09444848872224e-12
"21","02-GAN","10-PAG",-0.0068455512377958,2981.08161157025,87.2720385464755,62.3192723802299,1586.77010023889,3066.88016327156,2925.86364039902,141.01652892562,83.637741372605,156.120522932573,270.439393855323,156.984848274672,1583.80578613281,401.695591445797,8.17906334774553,85.8682491207911,2989.31106743931,2967.14324799845,2978.81611368479,2966.97727070958,1.68695928476566,755.676767396533,0,2.69719524743618e-12
"22","10-PAG","12-OLO",-0.0266501066088458,2986.47220865885,89.0601870218913,62.7107264200846,1562.73622639974,3073.83333333333,2930.91670735677,142.916666666667,77.4120381673177,133.98610941569,227.48610941569,131.083330790202,1404.52777099609,326.583333333333,7.63888891537984,80.028626759847,2995.08329264323,2972.04170735677,2983.30558268229,2972.16662597656,1.76717102527618,677.816040039062,0,2.49725865709751e-12
