"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","result.11","result.12","result.13","result.14","result.15","result.16","result.17","result.18","result.19","result.20","result.21","result.22","result.23","result.24","result.25","result.26","result.27","result.28","result.29","result.30","result.31","result.32","result.33","result.34","result.35","result.36","result.37","result.38","result.39","result.40","result.41","result.42","result.43","result.44","result.45","result.46","result.47","result.48","result.49","result.50","result.51","result.52","result.53","result.54","result.55","result.56","result.57","result.58","result.59","result.60","result.61","result.62","result.63","result.64","result.65","result.66","result.67","result.68","result.69","result.70","result.71","result.72","result.73","result.74","result.75","result.76","result.77","result.78","result.79","result.80","result.81","result.82","result.83","result.84","result.85","result.86","result.87","result.88","result.89","result.90","result.91","result.92","result.93","result.94","result.95","result.96","result.97","result.98","result.99","result.100"
"1",0.027545455749316,-0.359542765708211,-0.206568392627186,0.0163241565777716,-0.480331629378653,-0.0399475915749716,-0.196042972124888,-0.123272683713279,-0.0550085257505268,-0.414647211833109,-0.306580402899138,-0.405233496371783,-0.113584188443054,-0.193407270612097,-0.174406047917236,-0.163839253555431,-0.149179195738209,-0.0632251514877813,-0.188651605692826,-0.35237831153572,-0.459581028457063,-0.225245505860442,-0.169935986143482,-0.39628465092111,-0.403781509852189,-0.300893380267187,-0.309447644921489,-0.267086478135648,-0.147755254368071,-0.51813581520276,-0.371893923802902,-0.268622893755402,-0.103020043413677,0.00341062268343284,-0.232617612226915,-0.374988224052754,-0.554493492868645,-0.0492487800953672,-0.246508632221953,-0.191594537023372,0.0422084431812189,-0.237330918795928,0.105274349029035,0.0264626734711353,-0.0089094169565358,-0.342196643278806,-0.165661886557877,0.0372087389335047,-0.6215199142998,-0.0370671364092703,-0.274787455105067,-0.319358152388957,-0.276074414489543,-0.328667399758868,-0.585144655384419,-0.10375246294851,-0.0128757059073932,-0.325818732313891,-0.22060643355539,-0.114685087397873,-0.176810449817401,-0.10111139550051,-0.160155284963,-0.00394592742422328,-0.117627171195968,-0.326145715550041,-0.293282227220887,-0.507472321429179,-0.26934314292377,-0.376109714775346,-0.140015823596939,-0.287200020281206,-0.161059361334659,-0.0429760709534148,-0.0093780161302992,0.0473682981876484,-0.121201434017512,-0.154191994189907,-0.179304871976241,-0.238828582149831,-0.152397261144241,-0.233011638208096,-0.218237105935737,-0.633724301270623,-0.00105593675178706,-0.133556864674147,-0.137193831302962,-0.26845935814269,-0.321646408902969,-0.153221636902326,-0.149529371817011,-0.170355617535635,-0.0808345719512662,-0.0978242459924101,-0.440444683662607,-0.0392690352490017,-0.210783292517947,-0.298097255812291,-0.077131089952313,-0.32756924640354
"2",-0.354150930706805,-0.184261968038016,-0.533820474099011,-0.24964722355543,-0.498506302308233,-0.275405273974732,-0.260011678281744,-0.274189694752292,-0.246428614782933,-0.0856136936019187,-0.264721465714438,-0.365284074413055,0.0145039916143269,-0.402644251278005,-0.400578026385007,-0.0692633043504749,-0.13736527642031,-0.384386809362628,-0.257777665767224,-0.603725668702656,-0.295013963249292,-0.331912323118816,0.0300699909327604,-0.472269376043921,-0.384333992059095,-1.15814791107795,-0.0919633285901014,-0.179667999355407,-0.468213660109086,-0.248005664008879,-0.26813559815142,-0.485952551110459,-0.162526723532567,-0.146031242666405,-0.251546913487513,-0.250700495024135,-0.394285103395172,-0.449299644815138,-0.306759860888876,-0.0534942436673638,-0.27191927269231,-0.266844969742933,-0.221822916551561,0.0175285178934607,-0.589869520313097,-0.458790857718293,-0.317432006781837,0.055190769399597,-0.164302922707606,-0.302306942250751,-0.334210798760307,-0.418427168006256,0.0312749971672551,-0.0575253322036477,-0.262064547906325,-0.928082910269303,0.165266285873909,-0.461664002224243,-0.0933686297521032,-0.325276598937171,-0.182190058237212,-0.0803989340740074,-0.648786855899609,-0.65076421573371,-0.449188042111766,-0.388126825523725,-0.399778521664716,-0.162934717518819,-0.312096882701732,-0.741839430475048,-0.447200526847875,-0.328425654986042,-0.153187154402108,-0.362432337705058,-0.495551246795608,-0.303936868023023,-0.197981668195642,-0.189986752413609,-0.149891636298463,-0.17097686770139,-0.336798027496932,-0.134889133754658,-0.230638281316461,-0.133341475915048,-0.0177110964179394,-0.588652818490902,-0.361612443769143,0.037678750519052,-0.401414165524886,-0.148419834024498,-0.342784068028975,-0.40851007018924,-0.268405822301004,-0.186495271319056,-0.249322385002155,-0.0530463863757356,-0.304531524842251,-0.102783872393727,-0.468845985239708,-0.183645334357343
"3",-0.206830693174619,-0.475512574572614,-0.152222920416471,-0.0494026398579179,-0.284052320759934,-0.543575697421646,-0.0157788102795025,-0.139440623275613,0.0510317504342666,-0.690047625711075,-0.169591040766674,-0.449351373384606,-0.213969360913615,-0.295782439597696,-0.050893304195716,0.00432837068767467,-0.151994187903284,-0.591813218168923,-0.424251398527895,-0.00914934109618004,-0.356600554999032,-0.422892946777224,0.0233402375720171,-0.335658730245885,-0.101082962390676,-0.188086192122357,-0.333161908556865,0.0547525440604592,-0.211884961188532,-0.344772765939095,-0.0730966585009132,-0.347633357703646,-0.312915190462736,0.0808454968907927,-0.5941044006256,-0.720642531860017,-0.560009994546818,-0.467155837225047,-0.312334912731932,-0.319996078691708,-0.0104982826443649,-0.20833358472065,-0.0779732454445532,-0.016713003938335,-0.424558531636519,-0.314773974696317,-0.390401776725583,-0.162166144787322,-0.346050365024938,0.00681420657522569,0.0977908853494163,-0.390844658867397,-0.709590624361606,-0.118654366388282,-0.6000937924028,-0.701638137948661,0.0748035203111014,-0.663819542026269,-0.0995032427246216,-0.132276128814883,-0.002082774097242,-0.196780747686782,-0.415708369191401,0.0937846966725611,-0.129175462405755,-0.311747955692597,-0.50991283266205,-0.316232214847096,-0.125725640016849,-0.389670473943036,-0.245733609146205,-0.161051975284235,-0.294192505506704,-0.143619206162046,-0.377954705955509,-0.311762585981958,-0.231699559617174,-0.297334084316008,-0.130393128730602,-0.00370757222782436,-0.00102434362850423,-0.15288778520085,-0.425373104862642,-0.0365961998149233,-0.108395497780926,-0.425462865677492,-0.266467507380514,-0.317920081302632,-0.279497735943249,-0.423461248842173,-0.180693324512459,-0.192728805346785,-0.318949288962679,-0.357480991318019,-0.44888964721364,-0.0563105939417494,-0.45645619290768,-0.543666047429148,-0.210824331631486,-0.0740493569633172
"4",-0.0944206369028708,-0.328817032344557,-0.122434499878428,0.0350403490374185,0.0259566760077863,-0.128151072226306,-0.168851531896834,-0.0598748454105094,0.0312075196238429,-0.350187395604177,0.0308710253266475,-0.25417679389401,-0.142577550468817,-0.0766761779076472,-0.000847634034980116,0.0654242218026521,-0.10361326169482,-0.391148539862408,-0.0569648805154945,-0.210400336021185,-0.280293198123321,-0.104431688488906,0.0317152274640852,-0.0956201682407607,-0.128133622362418,-0.0259780055427008,-0.044060383976648,0.00921927510563647,-0.0598276339473263,-0.279802389662891,-0.013268384485503,-0.0022289512853142,-0.121678470703261,0.0413887850954032,-0.00746214494210262,-0.051394195087634,0.0365280687710862,-0.0870916042593128,0.0119947568264841,0.0154717417931237,0.0572359970323868,-0.0546286340966669,-0.0396287202281995,-0.118769849545691,-0.117157428774027,-0.0915639985990029,-0.0805572671309025,-0.0314647825126428,-0.0648014087153905,-0.0450104930971986,-0.00624616444543835,-0.167075509896227,0.0874529143575972,-0.123526302173379,-0.174289786573462,-0.0583043448179121,-0.266688557672918,-0.10207306629187,-0.143622024039308,-0.0406330300114106,0.0821614066524617,0.025162933064917,0.145982415867087,-0.112118601078751,-0.191423795955643,-0.0221752779223399,-0.290330385785582,-0.0229679862998291,0.00508580469651043,-0.0262891668701268,0.0242244080246318,-0.158599403505319,-0.181344644518187,-0.268557126834194,0.0597127167578555,-0.0110902507274233,-0.0288934590083183,-0.10328080369119,-0.0721591455656259,0.114848762780083,-0.121540166162553,-0.120326328815217,-0.00281826429967014,-0.0839437249264965,0.0153584593374291,-0.28163898107344,-0.0993471388321927,-0.192157295888879,0.0462218047866541,0.0224829724651444,-0.0907504237961658,-0.205247739564717,-0.0429414810807716,0.00769312172883163,-0.0422047996530028,-0.0720618232056545,-0.0794340353343832,-0.0289186356004938,-0.0465692464760639,-0.200809960023289
"5",0.0242421530961292,-0.367010738415831,-0.107664457409691,-0.1069686227421,-0.271270778507791,-0.224615511078128,-0.12727391216436,-0.103740985537579,-0.205427544877808,-0.192056725777238,-0.186575850868506,0.0313744001143665,-0.229371537782939,-0.137302085477774,-0.0616875107402206,-0.0546873934232175,0.166218602744997,-0.00392360112030921,-0.114452446596705,-0.384128415450868,-0.301043400918297,-0.274770269854774,-0.245572342476094,-0.236824177938227,-0.00401183276436878,-0.235728184405648,-0.109333812818459,-0.0719826949980575,-0.340784589351325,-0.0782759141735336,-0.208683715657825,-0.0604594892961243,-0.0331900793280344,-0.145241015022115,-0.103865585972672,-0.199996408438323,-0.0839264749400876,0.106484034313052,0.0400920398150995,-0.209805392718449,-0.202898645655517,-0.124750584461162,-0.0615046901124783,-0.100951299374437,0.0145411942489148,-0.243455607653789,-0.143235185793965,0.105096150678558,-0.130943029530417,0.129600155154928,-0.129118372880994,-0.274051968778058,-0.000777577178515232,-0.597329888858322,0.00642216581503008,0.0640639913663262,-0.113805137453521,-0.107164889174145,0.0455665652061166,-0.0472086097316842,-0.0109217989859991,-0.206343056615932,-0.280456546254727,-0.27817075738632,-0.116428188086382,-0.121009829726305,-0.246562831468987,-0.0903378573504274,-0.175488806978957,-0.101815561489767,-0.418048105930308,-0.307417116983735,-0.166595098742502,-0.0613773871041978,-0.137707472080381,-0.276152964151654,-0.105611044084234,-0.0255435536824982,-0.186649050131636,-0.191747466963977,-0.365418982266171,-0.207328517500659,0.0503123820969411,-0.101779904495896,-0.0513713301007201,-0.0676076726250192,-0.0426853525192952,0.15007040107005,-0.33213816568933,-0.147591952412676,-0.12672961942234,0.00243430602826744,-0.14522841638403,-0.128847052260807,0.112860125364511,-0.227487216902342,-0.507175039901979,-0.048512410795841,0.00106125055743123,-0.385128201054937
"6",-0.133335750975016,-0.114454560150558,-0.0726335571559384,-0.297233005066463,-0.173333551168517,-0.0646003617844007,-0.116132975727982,-0.373908584644497,0.00381920168149197,-0.211785955592217,0.0333809516315215,0.0104113027204019,-0.181364579295407,-0.104351190286853,-0.0527724897852266,-0.26234136670398,0.220757551115179,-0.106149804606307,-0.27572867347908,-0.440121909140538,-0.440855268751007,-0.167651540728801,-0.412416421396716,-0.11951803080877,-0.0394585229754421,-0.0719035124014586,-0.0675371688814046,-0.267457671307718,-0.375126919425768,-0.102539603946517,-0.21548769516801,-0.0912310115605599,-0.167985473529733,-0.127957091132765,-0.00852455652537332,-0.15269077501859,-0.213899216222696,-0.0168849654394121,-0.017645548727196,-0.0537936991129286,-0.127860464397277,-0.0155477576638177,-0.0146713582323965,0.0792724517985237,0.0408432829544583,-0.21227332894128,-0.138913458567697,-0.0629698518652484,-0.202725819636014,0.00985359838511501,-0.154188382055404,-0.160877896894191,-0.209296484071887,-0.431325166713099,-0.00151991032630372,0.0486667989272154,-0.235188182851046,0.0661842536643967,-0.117863339807042,-0.146005452258085,-0.0192366894658769,-0.215821020915261,-0.0536051251289733,-0.332426434714709,-0.214292335622109,-0.16165524837611,-0.474453782952452,-0.0562881918161202,-0.635409314597035,-0.00335457692736862,-0.246834396559341,-0.311456179815663,-0.00538501572250749,-0.0953048801093732,-0.045889670621015,-0.195293470118858,-0.399697388096676,-0.0174309651364157,-0.0167829067513818,-0.212562346698184,-0.11388349611509,-0.173595777169218,-0.0756772665459924,-0.177489693063615,0.00172171819657085,-0.073348477405073,-0.0451443904222848,0.056043294034146,-0.189408287438998,-0.135071433250804,-0.0570311964597754,-0.335351982809988,0.020666559739919,-0.0363276445654956,-0.152082952928102,-0.405142134654108,-0.233210205142015,-0.101182449841226,-0.224547021253066,-0.173869438998862
"7",-0.377445725881663,-0.139616213694764,-0.285903918050288,-0.223127004273679,-0.0565158721123558,-0.127127649929516,-0.320587549192835,-0.340098396424576,-0.189456292752945,-0.20412886897637,-0.238308808378926,-0.0216729530819626,-0.31614392576851,-0.470015785893741,-0.409900772108169,-0.0438150796372956,-0.166367148003929,-0.101981181338971,-0.323531773702673,0.019255103715771,-0.241145999215725,0.106178015965819,-0.289387215193726,-0.323744305282596,-0.373784721714299,-0.308132099639178,-0.168756704764231,-0.288750239226331,-0.392875726635544,-0.187081235479981,-0.342402945282573,-0.299449327215486,-0.126787709469522,0.047856698170589,-0.00752644452014817,-0.0444637264870005,-0.120055383373179,-0.215227945926675,-0.204735053609429,-0.202666202521846,0.0559666703850122,-0.163451614880531,-0.248191333443957,0.0263521489110726,-0.0650701111875651,-0.155143091723938,-0.348074398519266,-0.13922980937457,-0.224430306645294,-0.0476906321696451,-0.354042371847177,-0.276271208519813,-0.095169978927981,-0.267245910199444,-0.172121655678161,-0.30011878737472,-0.646406896637099,-0.0680623508251785,-0.0799229398491845,-0.103853811850095,-0.52063945099458,-0.243120827804533,-0.936409504832977,-0.349999683162628,-0.529383632072367,-0.0878909338595024,-0.311931444691945,-0.086491776843673,-0.169364442564319,-0.324909105727799,-0.203456253242948,-0.0324440037199518,-0.13694575464277,-0.295249608861322,-0.233914722403448,0.102371927949512,-0.0513353611390268,-0.372107125627014,-0.198976062918903,-0.897014213817567,-0.206309223609347,-0.249486884810652,-0.135886663748269,-0.118771727493675,-0.369810977119487,-0.335877959058216,-0.226685018199121,-0.245117327404695,-0.11741326666262,-0.165290660092947,-0.250792057990019,-0.076382777641214,-0.16249226320066,-0.141940527843771,-0.22969013577816,-0.50107585173341,-0.159058024366141,-0.0904818922226558,-0.218475042337652,-0.037882889018467
"8",-0.254494408102329,-0.171140540167226,-0.208354100296152,-0.09328301177789,-0.226804690885201,-0.059178809795555,-0.0911464051734261,-0.7843235429409,-0.0156510031261068,-0.110511924639363,-0.0941689896248772,0.00925029313653869,-0.017511177589046,-0.188318129106571,-0.559887486273088,-0.229578961854952,-0.631318204772114,-0.133637888977649,-0.415675899095063,-0.012652445727501,-0.12555558163753,0.0478893584925834,-0.156127904786928,-0.366536949561385,-0.338380582164255,-0.129395649921287,-0.228069179752478,-0.18445654199271,-0.221998221673037,-0.328115604751378,-0.24484156877131,-0.200803599868406,0.0361854418517426,-0.0595435003656546,0.00431065994358093,0.035285167944884,-0.287706596410881,-0.905013361102545,-0.26639814921515,0.0400673321512937,0.0085581375110505,-0.229510938248349,-0.00959179651667696,-0.12726102088218,-0.186303311830098,-0.288770293302678,-0.284425149691824,0.000394808896664545,-0.200074662278057,0.0333102326544857,-0.447046051111797,-0.412234024695618,-0.160368677515953,-0.524951127918534,-0.531856729376675,-0.0729295174195261,-0.43846961094124,-0.167441157206081,-0.217279045177136,-0.335114582590498,-0.115777691820121,-0.488661614085146,-0.842244741129547,-0.310683778887812,-0.248430700251732,-0.190358713617206,-0.133347618066148,-0.352483882845221,-0.213467610966469,-0.27260467975048,-0.39394042586459,-0.0803694966167694,-0.286631389730806,-0.200862553153389,-0.330789442702279,0.00642467331710728,-0.173841643746252,-0.303453780109191,-0.385221182712648,-0.0679591800030139,-0.0361208396517345,-0.378505216621555,-0.361736654591758,0.00453410188782399,-0.257899426801268,-0.533962256772567,-0.176620704227887,-0.0208507132534612,-0.0314138722217416,-0.105501542721649,-0.179750571365294,-0.150521650131764,-0.0243811655310848,-0.154735577074597,-0.505858112090411,-0.0534358805766544,-0.0308034907363743,-0.285860302186912,-0.130029083341653,-0.836788069781231
"9",-0.0600762824202872,0.0069231859776101,-0.0411127296954648,-0.201782796699232,-0.134806448311823,0.00739432545864271,-0.187540107695673,-0.304463881643982,-0.0225183537094296,-0.18805847452446,-0.0182808649271076,-0.133075393521344,-0.00969811144240995,-0.0820161987367813,-0.235281299255104,-0.175976005567743,-0.16421852008296,-0.0222787307546255,-0.176317304276374,-0.0789387744553871,-0.109745617324756,-0.118498396649678,-0.0234910591201662,-0.198725804453679,-0.03424116202974,-0.0804856068588953,-0.141978767767162,-0.0631605179996539,-0.222430724714034,0.00568362662137534,-0.063020070259415,-0.119826762372728,0.0285533738368468,0.0651169547002015,0.0521057953006119,-0.0927883911051046,-0.0793114814692948,-0.0174979477961854,-0.0948360936166632,-0.271838997311348,0.0159020688569589,-0.0854930572615535,-0.183759821491427,0.147555367190216,0.0538171582265561,-0.0891679924758613,-0.0870178258932766,-0.298676416557976,-0.131847280970007,-0.0958513520063806,-0.0787702721697121,-0.145944694831327,-0.398475257149864,-0.0455152081152002,0.0237872197221654,-0.0183730408615708,-0.0177976737392083,-0.0853393805131986,-0.121155077645545,-0.097955149417323,-0.000123184293296719,-0.190084223442619,-0.0130122784187552,-0.0836554513688115,-0.0967277032555733,-0.118818134822437,-0.22749739398716,0.0401792482728011,-0.18907647274695,0.00530435161931486,-0.0771158608128004,-0.0146976332255115,-0.0685451674323623,-0.0545592109582154,-0.0300614230495821,-0.00965315889495244,-0.274135826813727,-0.0418026770226025,-0.0944958587705507,-0.163648726409453,0.0193729157410787,-0.187535705573671,-0.109654849815714,-0.0877185112010512,-0.187254328621276,-0.571675768786969,-0.217402259940235,-0.135464650544315,-0.000349129358123035,-0.505123376205238,-0.195869504434938,-0.152278162874986,-0.112247317886896,-0.103169582964736,0.0363501428410664,-0.0999159859886865,-0.170986596228765,-0.0187017972490029,-0.0731787629859426,0.00905977418681958
"10",-0.0793530658513035,-0.0648406014702749,0.0307307788945202,-0.11428939175447,-0.362826255102617,-0.193928598890132,-0.0344799421615427,0.0227833900557454,-0.189744815920493,-0.2899434267839,0.0826871147067604,-0.042854839272501,0.0306724151043851,-0.357683259355885,-0.18040820085611,0.0314196821451938,-0.0178329047226546,-0.272826382711637,-0.142057453357535,-0.266049445197225,-0.0928428723611872,-0.171749091208858,-0.452396698484196,-0.206824582814032,-0.164082488074479,-0.0270719291045676,-0.23011956236034,-0.00415123572062281,-0.178323297731978,-0.0512391139070145,-0.119629241978652,-0.0938941885773747,-0.0629144435524578,0.0612090167049569,-0.00853646925115314,-0.108539585281458,-0.135660504117385,0.0740815756952304,-0.20684416890791,-0.029579714269125,-0.00750606773170248,-0.247176831575377,-0.0679477306220526,0.134129365280077,-0.248304547179181,-0.0392725251524533,-0.0170102187178169,0.0501419594591624,-0.124242530338119,-0.0686550591141197,-0.128813496242551,-0.12885765518775,-0.0738418375834033,0.0234579381165873,-0.03981046929379,-0.155553587048994,-0.194780281741072,-0.133883877794817,-0.00444572740934901,-0.0281539286871171,-0.011943083866554,-0.17354168894047,-0.0540136501437021,-0.0650445933762913,-0.0161671992545991,-0.137481327706137,0.0115941319077276,-0.149542748926568,0.0006573353472763,-0.0327828782198802,-0.00680555184867537,-0.043909156588599,-0.0453645080254241,-0.0995060827586483,-0.0731596612788952,-0.24208077668809,-0.0953133592455884,0.0816955847876045,-0.182139288893678,-0.0641443501185954,-0.00398459619639957,-0.106736662180906,-0.0748507057676968,-0.0534542262674116,-0.122560392310241,-0.246375109106783,-0.0734937617561837,-0.0981703460764278,-0.144541613276143,-0.177078774229395,-0.233389863034651,-0.301858629143749,-0.17876504192773,-0.0536149320641175,-0.00585700770296205,-0.0431064814627204,-0.049209016286716,-0.00999480434052358,-0.103036550384808,-0.0698989934199468
