"site","rsq_train","rsq_test","rmse","mae","cor_train","cor_test","IncMSE_BIO1_mean","IncMSE_BIO2_mean","IncMSE_BIO3_mean","IncMSE_BIO4_mean","IncMSE_BIO5_mean","IncMSE_BIO6_mean","IncMSE_BIO7_mean","IncMSE_BIO8S_mean","IncMSE_BIO9S_mean","IncMSE_BIO10S_mean","IncMSE_BIO11S_mean","IncMSE_BIO12_mean","IncMSE_BIO13_mean","IncMSE_BIO14_mean","IncMSE_BIO15_mean","IncMSE_BIO16S_mean","IncMSE_BIO17S_mean","IncMSE_BIO18S_mean","IncMSE_BIO19S_mean","IncMSE_slope_mean","IncMSE_alt_mean","IncMSE_lakes_mean","IncMSE_riv_3km_mean","IncMSE_samp_20km_mean","IncMSE_pix_dist","NodePurity_BIO1_mean","NodePurity_BIO2_mean","NodePurity_BIO3_mean","NodePurity_BIO4_mean","NodePurity_BIO5_mean","NodePurity_BIO6_mean","NodePurity_BIO7_mean","NodePurity_BIO8S_mean","NodePurity_BIO9S_mean","NodePurity_BIO10S_mean","NodePurity_BIO11S_mean","NodePurity_BIO12_mean","NodePurity_BIO13_mean","NodePurity_BIO14_mean","NodePurity_BIO15_mean","NodePurity_BIO16S_mean","NodePurity_BIO17S_mean","NodePurity_BIO18S_mean","NodePurity_BIO19S_mean","NodePurity_slope_mean","NodePurity_alt_mean","NodePurity_lakes_mean","NodePurity_riv_3km_mean","NodePurity_samp_20km_mean","NodePurity_pix_dist"
"38-OCU",0.97465324262792,0.881102185373776,0.0262254392818637,0.0193390908572686,0.988982784125934,0.951732021137687,12.1856953124476,12.9445933364286,15.9157849921936,14.0901064764165,13.4276524435167,15.3119261430149,16.8261550169185,18.2666907000744,17.0289864657304,14.7582024671767,19.2271498134604,16.3606163669178,19.2911014865451,17.4974708905747,15.5129084953183,11.0861204609991,10.5855273864386,10.2236541213705,9.45278641868596,14.7556953272425,17.2141083307719,11.4633886761162,13.6017255487539,25.9649283916363,64.4287722830127,0.107974145010453,0.152204115920504,0.482298454343312,0.17358317119558,0.116962082093604,0.318712830088565,0.150008914238432,0.13635519199316,0.166450720567156,0.110700093683028,0.19736223609588,0.107382157414024,0.164010684944389,0.373334301520874,0.366744382162248,0.113286844508727,0.134572808164188,0.0982328793946984,0.126348700644597,0.103380147565704,0.113010127651672,0.18347560543858,0.16679121497584,1.29978584317629,3.06868897136432
"40-KAG",0.974498744172143,0.846965584912857,0.0278484918342062,0.0212476984570837,0.98889000349456,0.943228207625484,14.8146198768586,15.9973334408091,17.2749016750895,20.6320749518969,16.1360266055222,16.3296361750556,15.7923832595675,17.5662801188023,15.0776156773663,15.9378744182731,18.1206769670963,14.3701149164543,16.6976703979264,16.4750583774401,15.2958815821632,13.3105846451373,11.5000967808046,11.9821580517666,10.993638369833,15.323220890534,18.6821983775708,11.4688686734483,14.1812230426025,25.6312291749326,62.3270778188263,0.113079237332953,0.165787021400522,0.454429337450573,0.152617692531767,0.119803795656862,0.281221248224693,0.148017894452342,0.124130507438793,0.159636856797199,0.0989807790485272,0.203208144131104,0.109886737360012,0.167099280557213,0.356840754445098,0.334414801583198,0.106865427456145,0.127593463581749,0.117108155098609,0.112376553333261,0.102138220390484,0.12286506005786,0.17906589069606,0.165880609851673,1.32063675977897,3.1838848220699
"43-OS",0.975324935221266,0.686130550967551,0.0385273988144638,0.0284633191295942,0.989118221557767,0.842907280679385,11.835004731119,9.14398622208903,17.7946011474235,17.7972715968485,13.8586929811367,14.6386801503721,13.9449957064633,16.1644594348599,17.0545857838066,17.7386595963442,20.4906982727651,16.2304479761113,17.7409717522904,15.7625924127685,16.1094695393486,12.8000939289057,11.8365624452414,10.2824035030044,11.6615765505063,13.9062350854653,15.8371941014182,8.82155101916255,14.7003782648046,25.2870323102541,58.6484328630939,0.106293362544567,0.159075971926504,0.473065760922978,0.163441831317986,0.134917159742825,0.264008994550358,0.157450989736541,0.133752484887296,0.152707760611699,0.104961593809879,0.181364643950842,0.113537834410173,0.160543233965028,0.396521065677773,0.351394548200026,0.115517388607062,0.121045097935077,0.097734704683534,0.112056654345386,0.102095228273001,0.115814145306557,0.117805114272909,0.173295811703064,1.3593030287369,3.22313837334775
"44-MK",0.975098261732315,0.728058496676804,0.0482455551040386,0.0437897377914701,0.989129245803996,0.9633912643086,14.2661715453348,12.196530845391,19.2365375696338,17.1252177386004,15.2823648627273,16.0521576896187,12.4805568994546,15.7089751762139,13.4382947136908,15.2919240121166,19.1680403745695,14.8354207915357,16.7087144357292,14.3251404007938,15.5827443389541,13.5268939064053,11.7446627880735,10.8768677113598,9.69868125039646,15.9863621150181,16.9790811205501,12.1944948600949,14.0972711570112,25.9161333388836,62.3611877275919,0.108000265140357,0.170647641717491,0.551888295834444,0.162807239676449,0.109166971320677,0.228833502076005,0.154505286258084,0.131783954254871,0.161641376604293,0.107863441587044,0.179591021705328,0.131660372286386,0.153429878110603,0.270056368367193,0.280321107163094,0.116848523046785,0.122363403360349,0.0999143908227433,0.109678954063663,0.0950034145072466,0.109887476126814,0.258733134760819,0.146899337117035,1.19489584000294,3.14694674545932
"45-BKD",0.9753480882931,0.795986682781759,0.0335001415954322,0.0263283984428731,0.9892221887357,0.916459698277915,14.9708842016426,16.701555809717,17.1392535788201,19.0828274919792,12.1862926288457,14.7522615147724,14.7761249910992,14.9122640253187,15.3506430403508,13.2610585614087,16.165030318509,14.2093499656789,17.5442767573515,13.9543863005703,15.8475880930512,12.6823445842876,11.7430750902729,12.4250804754973,9.45005833718401,14.5739627700694,16.1845043108391,12.26194074116,17.238515734091,26.20170808852,64.5389261607655,0.113065372612758,0.168177113393423,0.520840523601267,0.16464745174238,0.122026246447895,0.262839713002726,0.159001351771928,0.134315300676353,0.170427803894823,0.104260756035973,0.188099458824838,0.115506164424297,0.164241423132902,0.278138211305431,0.287185114130871,0.118144749279642,0.122009090737319,0.103023351606005,0.11142559491649,0.0981074048595925,0.121250392316783,0.239417271089897,0.154930475545407,1.27866216834988,3.21825813452284
"46-PT",0.974497264615082,0.89177305421221,0.0278310128384228,0.0195038884642513,0.988926164839593,0.959756265017336,12.0976990533363,13.1891643405391,17.0296235699702,15.6616642621902,15.290564987684,15.2881651423168,16.4981061719345,16.5585121265269,17.6552348697851,15.213045907585,18.8211043479155,14.7445995176061,18.6633151666519,14.5302717569022,15.1375598092837,13.3905244479444,9.9527137458851,10.5651151949511,10.2575364656716,18.427526555664,16.5105443015002,10.6623265152671,15.6162853298482,27.8064564838605,58.7939931292406,0.0995423870304294,0.155300201472366,0.546834878218598,0.178966294320739,0.134119613124887,0.285131407547739,0.163872053299678,0.128626076269355,0.170869712000185,0.106158552269043,0.1878743886598,0.129563276023638,0.153250755646685,0.308647495382482,0.300662637840084,0.109653833746876,0.129148353184954,0.0990994368351244,0.106862015896667,0.101339711258719,0.122788175891053,0.169967664028873,0.164906052067767,1.31470950236384,3.0801439221602
"47-BK",0.9745471439729,0.832397594147462,0.0342301112073074,0.0260562921426658,0.988905307857699,0.958044562842049,14.890513196954,13.9233234326967,17.112591554947,14.2921930051253,16.7715235729152,14.5787811628391,15.955262456594,16.8286335383576,16.6118998002567,15.5611758918522,19.5635282521314,15.8589644994231,17.6865342983169,15.9946278743438,14.7712857793461,15.4459360065776,10.2389693674517,8.46714305114855,9.99617547325102,16.2332403809271,17.0844685605393,10.9175151165538,15.7571516857627,27.774858043277,65.8801407583542,0.104459957805727,0.156223222117011,0.511409108663271,0.171447761404375,0.137789105281651,0.282528091534668,0.157919103487042,0.126891142976793,0.16039513112265,0.11193395990682,0.181700356718981,0.116740538216219,0.157695137088991,0.308316943969417,0.30723462525136,0.113390516603222,0.105659292606379,0.0962743884748918,0.116666724381748,0.0984184733059516,0.120742385059018,0.171463144928768,0.1435601588139,1.31928087064202,3.21339694522785
"48-BN",0.975561514949467,-0.219247862385572,0.0555527836607986,0.0483662263946772,0.98928428231006,0.797963028244294,16.0084324693278,15.5809503312103,15.4186189031874,17.1207533086168,10.5149018100533,15.0660569933806,15.5784258300479,14.030588418017,15.7854879094377,16.9061766304674,20.0504004501793,16.4064832749127,15.8580815815256,15.3565343947567,14.7821167036529,17.6702440189884,12.8696140530237,10.2196046330497,11.1720194409249,13.957659726111,17.6812793048505,11.0637248510342,16.8764543431715,24.9043778530867,66.6927527940494,0.114687339439702,0.156283549824831,0.478560081330343,0.148992548472838,0.126095618877789,0.27714996127029,0.139212139810484,0.130610523852946,0.155852677262065,0.104840485401355,0.210711232737513,0.10461189637067,0.148550410023112,0.335154065555176,0.291658847456672,0.1125624218218,0.126741270189152,0.107438073196757,0.120341494128115,0.0898905643841061,0.122222885172379,0.202581828559852,0.170446696849604,1.29663788524743,3.38567001289502
"51-MF",0.975081948088169,0.658728250856144,0.0464209800431112,0.0380615915795294,0.989244867822678,0.865031811156202,13.2166560409966,14.2361421476141,16.7180466094063,15.8784956999351,14.5347241877793,16.4384418306481,20.6107456213649,14.4158868585831,17.5572474467632,14.4593291330653,17.945631771568,13.51790364859,18.0104410440578,15.0254973086198,14.6085090618423,15.64937144104,10.6382303764026,13.2570586991801,9.39929602685793,17.7601109681288,18.0333670796451,10.9417077313324,14.6427804535247,27.8067858233166,60.8695729937973,0.113676752038467,0.145943019868094,0.501583036730007,0.15746929586773,0.116713637439016,0.270515464566341,0.139245796319203,0.120763876725472,0.180819949619592,0.106839868662548,0.196234523837786,0.12137942018889,0.167462453652775,0.294589507042613,0.294188837749849,0.110568941155795,0.122966344387249,0.103646606749688,0.108037405679092,0.107354579986916,0.126972402336784,0.185065453380888,0.156433575687373,1.37032159923503,3.01154278685701
"52-KR",0.975385110175452,0.617497846170424,0.0489010251216159,0.034865877287512,0.989328824124356,0.857231393026489,13.9108888490542,17.4060333910897,17.2532744269813,17.7826460477043,14.1707940291808,15.9413032610548,18.4827686606385,15.8972757227731,13.1317500525146,18.9267028960715,19.1416782682262,14.5033746323783,17.9546881373664,14.2351075876827,15.4278006330822,10.6058341747978,11.6342239439447,11.4968147269679,11.6074472361401,13.3778501536896,17.7277311554341,11.728890332718,14.457388040786,26.5561805142897,63.052136700752,0.114699459951427,0.153676676130903,0.52699810608506,0.149717176621102,0.118656249185768,0.267979053575366,0.144341079028805,0.118587226701573,0.168366646486278,0.112603862983481,0.200376805544144,0.105730788002163,0.171419704486389,0.302401872955467,0.272587630422685,0.112667992829306,0.127532906452597,0.111806204188645,0.114359695637497,0.111944474718435,0.131849445256343,0.180027281645789,0.159323885382919,1.34584038193964,3.10049735397652
"54-MS",0.973603551318253,0.318042414013947,0.0592120492146269,0.0525851878646998,0.98842970934191,0.92427939557902,15.82630977516,17.1048287050719,19.5250533815055,15.8671102545358,16.8893344905076,14.2455307130995,17.7064584696463,13.9161841892264,15.3596214049714,17.1889100010359,19.9051956239794,15.5988856321006,18.0882750515395,16.8500502216766,16.2586741897027,20.1579412046476,11.7918070468108,13.1878098215449,12.645337185362,17.2499753298517,17.6631821657414,10.8325430795074,14.1935990877245,25.8013393675382,65.4505369019439,0.100364025464076,0.151134194207371,0.451866527311733,0.163101330642956,0.108352981952315,0.240283228299071,0.153103843465394,0.116358078769237,0.174533200594346,0.0913277914513171,0.191083375249267,0.10029537529676,0.1022364173321,0.272923614178693,0.230662675626625,0.101475606888809,0.108388990357457,0.0882377321375861,0.0939899971829337,0.100108220671301,0.118193563908846,0.179783199101949,0.155843830946507,1.21808690120046,3.09458978207889
"55-KAF",0.974452132912683,0.678196497660589,0.040362048509497,0.0340938640599554,0.988846802884459,0.847177828293128,12.210918861866,10.0068294522898,16.6393547549629,18.491694857741,16.5743762010362,16.3666346649552,13.9496241221652,16.5730546681023,14.5383213331521,15.8709590985288,19.4342768749487,16.6712114718256,17.1178953956017,15.5356734226595,14.9004266023935,14.7787979520356,11.0257148955095,9.62929120181018,9.82860344136921,17.2353583114469,16.3293017662244,11.0887316914482,14.4181396472674,26.389429225014,64.5507928171168,0.112047315341964,0.140752808808262,0.46242783881489,0.16164189943719,0.120562799711247,0.273580432677352,0.151299546880269,0.138942999789714,0.149983488146659,0.108313787050969,0.185579570445683,0.105727150505114,0.157270531014232,0.292008533419719,0.278790785227407,0.0963907716422395,0.138897755180892,0.0920587847847069,0.100839467345007,0.102832550800818,0.114912986730142,0.185344808059441,0.163782272216513,1.20772240524387,3.19854104408055
"56-MA",0.974115925818632,0.836368402710216,0.0419404322429361,0.0251417947150205,0.988657368795285,0.943887878844706,12.5215533741638,14.6344681425736,16.7484382843311,11.760123224768,13.3828830933393,14.1959175194136,16.9297247444947,17.2063108702977,14.4431701371697,16.6973522122974,18.4264709226597,15.9469924566146,19.0810438979839,16.3443532316069,15.8653946141707,15.3091961392588,10.1030500912857,12.3637169659515,11.1192083948174,16.2562976625706,16.9675628532358,11.4095165558639,15.4170916228734,27.4362480688793,63.974231512012,0.107249360450451,0.140458414883803,0.49713617502421,0.147066803112397,0.101883483566818,0.253100176185614,0.144829539730437,0.139505433265196,0.158576523368697,0.105981367724145,0.194129947299199,0.11233575985303,0.16818739021599,0.302116549254441,0.335084818407431,0.103978674547675,0.129681243290188,0.0965355721644657,0.109033231258288,0.0953323204371825,0.115189385186007,0.195225497318549,0.158675725894246,1.35518754554262,3.08518762048287
"57-KG",0.97385452333931,0.847053939748536,0.0411806515100919,0.0255751297743751,0.988494873238937,0.942803543466427,12.7502688612298,14.9539615914496,17.7934156348743,16.504285801218,12.3710276338177,14.7590387665599,18.8103549923217,16.5636153460615,14.3234498757038,15.1486585997504,20.0155330861244,15.9104686185076,17.8171177276149,16.3132912319044,16.5531377486585,14.9547352932951,12.4183095812277,11.2560512996389,9.50627713590645,16.8096742190403,16.3650491891261,11.7192154254994,15.8250457445619,26.3308367011777,66.8177729073593,0.101927797229974,0.134582008626149,0.508936565433278,0.145300302423061,0.112072627157291,0.2241006995627,0.13728991112177,0.129525219624623,0.159206217834368,0.102224840672724,0.189061963304165,0.114189762750172,0.149853759781061,0.346234135151456,0.30926137592725,0.0964437922604422,0.123798313645506,0.109270462741743,0.109001314807895,0.0947103116095421,0.117595542647241,0.174062972036414,0.163370831067875,1.33781472967171,3.1474531092956
"58-SS",0.97501121461998,0.761077189245693,0.0495089066052294,0.0332376532422054,0.988993411500398,0.925951142472995,11.8542980688537,15.0653756513536,18.1019974096178,16.5702752913051,15.1510567447818,14.705012236103,17.8679623542233,15.5358098339731,15.7391884254843,16.4165474936148,17.3653837101313,13.5409924819371,18.4010231697378,15.2154859998795,15.8630296597733,15.9422797793604,10.1280023533081,9.46174524578577,12.5080404188763,15.7307188249301,14.0983558063537,11.2670569463453,15.7163229407261,25.6310398722712,61.3703720661085,0.0959443656762231,0.115110056282344,0.542139353854553,0.155588437243814,0.105635032688912,0.22899563067595,0.13712850973734,0.14186764799873,0.166359489001948,0.104974554779305,0.199391805658684,0.115442138967129,0.134191941105996,0.341623037057497,0.307696522183228,0.0937255020109809,0.134032257915743,0.0989542586315296,0.118466446286985,0.104608805488216,0.122722427105282,0.181579362550019,0.16397351484556,1.38798340261538,3.09848115573384
"59-EB",0.975141220610409,0.827471113696431,0.0323576916730113,0.0261691890005688,0.989187975466769,0.920081232125078,10.8655191081078,14.2076722034771,17.7944095670787,16.4608294359639,16.2652153527056,15.0406455829982,17.7124188823255,16.5723925051707,17.2134604272961,16.3961356068259,19.1917259766745,14.6409777574309,16.7878280752533,16.2211721502601,15.9720116133863,16.3511271336485,11.9014855459218,11.7844987362667,11.1429169598963,14.7115163560618,17.3617842060581,10.6145433860225,13.7160921984785,26.858129347065,63.3058652732558,0.101561834143166,0.151573280443016,0.511006945892913,0.175067631245109,0.119571868058884,0.263486273931689,0.141505612254844,0.141360918048406,0.167716154855408,0.117542797692614,0.189391601247219,0.116964365883771,0.164760608211494,0.3447401824393,0.340460341879892,0.106712093559817,0.122382708273001,0.0985838692732746,0.114361830356339,0.0989331418369846,0.119332429889374,0.18117132763047,0.156010052508336,1.33885645278089,3.16957796066291
"60-NA",0.975118108404909,0.842912865964372,0.0357500821247003,0.0301737503626648,0.98917348340131,0.93836340653531,12.5892287587171,16.3871638526586,18.7924022296381,20.4090383189927,16.5090813298664,14.324088169878,15.6971327122918,16.7322245302823,16.0324825272379,14.8351269695567,20.0105227272368,15.8466300659165,17.1655070205467,15.5005659534237,15.3484250247215,14.8924126001071,11.8266258834479,13.9179018083635,9.61327616674321,16.3072273607864,14.2584227415262,10.6940440304784,13.9528168954207,24.7698242085322,64.099566698038,0.0967743380254063,0.141460603614483,0.521027063411809,0.179488271172921,0.120496668573635,0.249867263637686,0.142127484529902,0.122571129060412,0.174526759974048,0.111384816786113,0.193829859932452,0.108721227351847,0.149315936499631,0.342224122199739,0.299335992089148,0.112024865392636,0.122572358130655,0.100284895512579,0.11086284394702,0.107101095614992,0.110272382636081,0.199283210689153,0.171481880379574,1.27407481486019,3.23660488239245
"61-KO",0.9743758601749,0.918366599006493,0.0304201483150262,0.0243317638266207,0.988865620840652,0.977946359461783,11.3378180672448,11.9296558901322,16.787213099401,15.5554512336549,12.8866969906383,16.0052635576187,16.9070376432149,14.1313838400935,18.1769051970942,16.3205748512164,18.5173863170506,16.2529155362221,17.9865030900798,15.5600862424339,15.9333553867374,13.2351048245837,12.3072490543677,10.3562694659486,10.1695241794845,15.6211889674124,18.5039867107944,10.9266053522546,16.2186921759687,24.8875618475126,64.5393352967484,0.110818402272219,0.140084582691287,0.466523620465907,0.167727880778318,0.114367129688843,0.237823566374075,0.138626847069602,0.131164146444771,0.168258028877763,0.121889193802756,0.200625591330685,0.110985371944631,0.159172181482876,0.344921162745191,0.325727874391503,0.121159878981277,0.122351223550389,0.105086815164159,0.112055626337277,0.104773912948466,0.11983429823846,0.178812098186838,0.148784448667907,1.20613692617837,3.25665915335958
"62-NS",0.974632974260456,0.909672424235514,0.0285885749559593,0.0235459476112558,0.988897763100208,0.974383040322526,12.4206254776665,12.5967167401599,16.1886565296986,17.4633097114827,15.285362071606,15.3711340948872,16.3026455542604,13.7274506228568,16.2364643439431,17.0052972740387,16.4336980361826,16.7514135101177,16.550243530231,15.4598893663156,14.5374387423378,14.8841108426478,10.3736765183661,11.155347509895,9.67967231067195,19.0783648259714,16.3155646297321,11.0831060634563,16.0207473589001,25.7169734248072,64.0143654951289,0.0924917427688042,0.15912287476651,0.468961000270328,0.161781998349836,0.120252013491562,0.260080746028791,0.144985785591401,0.13005696701446,0.153166730874852,0.10787694119057,0.178928201862527,0.117411788458566,0.155265100438908,0.309260635863342,0.295816924436256,0.113258312602055,0.126313052909086,0.106685219518574,0.11456691788163,0.102727885320804,0.141740502872092,0.184808984526277,0.152637786421807,1.23510577450875,3.33110242179903
"63-DB",0.975151446438241,0.893117232093766,0.0338298570076514,0.02790072882405,0.989140687606322,0.957036689545762,10.5179590009571,11.2133845467138,17.2346219385886,15.4158400724216,15.0525450662826,15.2479076423811,16.0432081415588,16.0042295704499,15.6157034856395,16.0559861618452,16.2537520990833,15.917721679333,16.0259556660568,16.8472649204323,16.3264291287168,16.735946722207,10.7418866738751,11.3344295398596,10.5173578645072,14.7559617941395,17.8036726943473,10.3858223826305,15.9759548897247,25.3358735000101,64.148927788827,0.106252593105761,0.157579961940909,0.464725057492711,0.165433238717663,0.115172392212791,0.263611117313269,0.142258504079291,0.14025404071323,0.166116486738878,0.111163532600311,0.19393291962878,0.11451041770486,0.148157387582935,0.351556676338114,0.339454274583466,0.112252719120365,0.122526495471342,0.106067274073914,0.107629881282665,0.0968100463077961,0.131224632310848,0.147011341461833,0.15133657574878,1.21258886845172,3.25430665246563
"64-KL",0.975379272981665,0.79719047511152,0.0406913465123136,0.033651715287857,0.989283203827041,0.939369715361542,10.1001478579015,10.384707547564,16.2296566950092,16.3302596444212,17.25701902809,16.1636763234234,8.64335833636763,14.1513835807996,17.9025868239172,14.9867065615336,17.6713107290302,15.9006712454272,18.0456199827703,16.9146825100307,15.6071476747166,17.2523100440633,9.40589363846872,10.1456739065983,10.0392974912222,14.8788803377372,14.6492706597337,11.330500326023,15.4079180973413,24.552597518967,63.5723553779352,0.100931341665056,0.14654469984276,0.496593036366592,0.173928877109479,0.12526970932135,0.245556398326344,0.137790747119991,0.131022293530313,0.177948560585504,0.105640384981402,0.185118387955502,0.122572826719733,0.152979016763584,0.345824945748292,0.344947177005032,0.101286885536077,0.118505552403472,0.11225232334936,0.123582105510607,0.0973054362388153,0.122262780991354,0.176146273151951,0.16667646410565,1.32507608919051,3.1302371196489
"65-BZ",0.974097382473733,0.896089126596503,0.0288806752865313,0.0219605077242724,0.988685157435769,0.947400467181488,11.7632878694218,13.913083384541,15.5568773210412,13.6973984118979,13.177827084848,14.7425257822031,16.8799492968864,16.4199661040293,16.7888507822648,12.7171167091487,17.7305305277205,13.691629058678,18.5382495147586,16.6899898419556,15.3874388715519,16.2384416981274,11.6622916104337,9.05021747603358,11.2091028321581,14.4517608554184,18.3967524897543,10.0874534872537,17.3412300688229,26.1850803274605,62.692246506626,0.11838492000463,0.169316219143222,0.46697368382666,0.178350097032793,0.128787302952897,0.251889295713664,0.1486827794948,0.125737848703316,0.166655006772733,0.102431854354348,0.191806150491612,0.126448601455748,0.163449642641254,0.313218614765491,0.336918998635234,0.106597034295693,0.13675533617628,0.10377870364093,0.108805798676802,0.110671381448562,0.133707129126704,0.152939385027131,0.14801114161202,1.30987365551367,3.15084744331056
"66-BY",0.97488636457293,0.757032202813352,0.0471358566890308,0.0380930622369513,0.988922790510325,0.918381311571329,13.711018926753,16.5934582566735,16.732483391786,19.3096698312318,14.1203400793377,15.3506965198682,12.9238158233904,15.6118330439361,16.6513988945997,15.6306784917714,17.5299042826034,16.0369582550847,17.7406106655807,15.6210653134135,14.7942210053005,15.3817908822892,11.7753030995672,11.2227023966048,7.22061146028105,15.5836088862497,14.9167514797499,11.2416943553673,14.561225020816,25.9157115146786,68.6310812410213,0.11689190546881,0.165836819766349,0.474271255959749,0.180138945569332,0.129250105011631,0.24135700807824,0.162728801817217,0.135766799613756,0.161249457015146,0.112130722789731,0.188714695746661,0.119331262820305,0.159028662079144,0.349269997976557,0.307592259656705,0.106430124648013,0.11941529752335,0.0962822146794351,0.110501958817646,0.0967763542933555,0.122429170996532,0.165590039519322,0.11885866457439,1.30623614285907,3.21458036618835
"68-LI",0.974759866633923,0.855373088651682,0.0365625319159095,0.0293920396524513,0.988978734718537,0.945863156076446,15.9025707745086,13.7159668068964,16.290637180492,16.3634296246092,15.8800855434953,13.1986168821793,12.8375947482194,17.1960995795519,13.9671759079427,16.792373686663,19.1403752228556,14.8650680542457,19.3545637798152,16.3413091502115,15.0332550549659,15.3024961567164,12.525894985321,10.1675248759233,9.40272811224138,18.1170685430917,18.7572239919729,12.9916940403032,16.6289973037683,26.0397729461641,63.8534111624572,0.0997741482114058,0.172732675299419,0.4499032243985,0.173705518158292,0.129960071779229,0.269488466841226,0.158580034295704,0.137234340297997,0.150506093074533,0.10370889310062,0.170699287757905,0.110982485405143,0.155699482776809,0.31844688216273,0.309256612093576,0.0960390095194243,0.123993051158202,0.0930012137759106,0.107000193333955,0.0978341030756848,0.125361030088876,0.223234984358821,0.148903639937591,1.19917659006845,3.28537140334272
"69-BV",0.974443980548925,0.924095236487546,0.0239244787671207,0.0186380579107222,0.988860064708614,0.967882525151419,12.8595417970968,6.75735436167267,17.1371586739507,18.3516154850037,14.485683395767,16.7888513119114,17.1014975954217,14.0832966264167,14.9638533311366,14.6902105170092,18.9107670678777,15.1547189425272,17.0446376478875,14.8969505408444,15.5303739551155,14.2037547269223,11.1521449668189,10.3313215827147,11.9153073027175,16.3630250977213,16.6497433911921,11.1809155662824,12.6004473484737,26.5366536914812,63.9648525602763,0.093810725778488,0.156592007275233,0.497456662567246,0.176213210943604,0.129991460253078,0.305732517267806,0.140467597409624,0.13784331263272,0.168322988850879,0.108885842863561,0.195036225827382,0.122874485381362,0.159067699744747,0.335932939899263,0.281593873136783,0.0991116327642462,0.118509125590281,0.107405684962143,0.11566519065914,0.100970684150547,0.120629537710435,0.192326323408292,0.158173714051495,1.33918398147307,3.11718406300463
"70-MGG",0.974599807766233,0.877690172218261,0.0343367400364728,0.0254651244493368,0.988907615106953,0.946025239112047,12.5098294978607,11.8697626215491,18.5228053155284,15.7448490918244,15.1838422018259,16.1642492219432,14.0019440372037,16.1703937008816,17.5909266815999,14.7384979923069,17.662080898019,15.6163550352642,17.949360235505,14.7743636355175,14.9144891081563,15.2706615551527,10.0970295174602,10.1469647044537,10.8466847806141,13.8365176712803,12.9306413779098,11.2151298078741,13.4968593297522,26.5767051354111,68.1404170848371,0.106730807768342,0.167435668761685,0.46325988690558,0.176901058563642,0.124327745068679,0.295579806630534,0.149128154098006,0.135617774256466,0.158902115039904,0.102711303988082,0.175880934162566,0.117144428127587,0.167998978413975,0.360954735138014,0.294656946649873,0.10304950061456,0.125315248127901,0.100863762781352,0.108306934927826,0.101032472074071,0.115928347238404,0.184848720309526,0.163121405151005,1.25287221391222,3.16782867593456
"71-BD",0.974912528746354,0.844321191270245,0.0335998350855674,0.0279804480959061,0.989078313097603,0.923688631624222,13.4008079344723,14.6888216581526,17.1967406172358,14.0073552711868,17.1081755317166,14.25712313991,11.1090337292429,16.3508587572255,16.9344248853561,13.8685088028324,16.9736399853566,13.5217105276169,16.7732599404245,17.0658969416921,16.0451402992362,17.3397084000403,11.1513794978895,11.4052525224625,10.7182349488131,16.7593423382123,18.5136550996877,10.8218568635355,16.0958513784488,26.1869515846658,62.4530716520675,0.108658337085438,0.157592248905357,0.476056527000577,0.176391943303593,0.118386908544713,0.290687825196505,0.143530118337984,0.134786091258505,0.17290519976356,0.112819478501228,0.199041581584719,0.118111951030343,0.164277063087757,0.38058914370485,0.324664924953487,0.107124362784651,0.12329391611266,0.0917035699659922,0.10900391327336,0.104445247005261,0.110755952095339,0.197918251540532,0.167345510897323,1.36953776379514,3.04157261369443
"72-JN",0.976344858808595,-0.179883010244966,0.0618145397770625,0.0497558579126032,0.989547489646371,0.585370758195389,13.1217937677379,9.96567626589247,16.070705255296,20.8797240772747,12.8262098071505,16.3317100293023,19.3473239854241,16.1945194899459,17.4740872303053,13.0732669013918,19.9482415043032,14.5597429297373,16.2967640266556,14.0975700090492,13.8551424615459,15.6331745747217,11.3557665811747,10.0643729830094,7.93774381212715,16.8259919198882,17.391272007304,9.86036697312113,14.1115991554103,26.4299374923959,57.5424229500241,0.103051103428873,0.16510203214278,0.469470531330189,0.169906497850026,0.12875820596499,0.270569966845695,0.146772750817068,0.128248360933403,0.17205058957926,0.106529588592834,0.206066555785831,0.122356463041827,0.154032996316348,0.325336388356608,0.294105605706237,0.110110357320962,0.146553550430921,0.106918616544366,0.122194166162854,0.0967194710045989,0.132397787748227,0.171820644578799,0.144385131371,1.45343648756158,3.2009833756091
"73-IGG",0.97535254135206,0.719782057173299,0.0470778636500481,0.0351015910086121,0.989290962632673,0.923047608833947,14.5549616287001,9.65110823430737,18.7416486226458,17.1288414251601,14.1055654741247,15.6744749741651,13.8029737919246,15.8767173494722,18.6293193919261,16.7934356711008,17.5530944927078,15.462290791375,18.4781974565216,15.2481967071337,15.5036541389726,14.8358897587699,11.5436844228016,11.5370824501981,12.5554689842368,16.7476467906852,13.9177680975631,11.2510062808373,17.6556890039515,26.4527803879546,62.1387344049912,0.122322330606225,0.14979164296521,0.458680455719644,0.158764994134545,0.128648160786336,0.282409384599991,0.150450501798452,0.129485304576961,0.169224772705262,0.107201915829518,0.18710099853285,0.129343776150474,0.164322737224167,0.359725667795464,0.282687780709633,0.113910212426277,0.138554040953333,0.0912511192879247,0.102171535636847,0.0930460305309828,0.115484383762351,0.171873495296901,0.149971808709718,1.36383257164877,3.16113644491304
